clade_name	reERR5004402_taxonomic_profile	reERR5004403_taxonomic_profile	reERR5004404_taxonomic_profile	reERR5004405_taxonomic_profile	reERR5004406_taxonomic_profile	reERR5004407_taxonomic_profile	reERR5004408_taxonomic_profile	reERR5004409_taxonomic_profile	reERR5004410_taxonomic_profile	reERR5004787_taxonomic_profile	reERR5004789_taxonomic_profile	reERR5004790_taxonomic_profile	reERR5004793_taxonomic_profile	reERR5004796_taxonomic_profile	reERR5004798_taxonomic_profile	reERR5004799_taxonomic_profile	reERR5004803_taxonomic_profile	reERR5004804_taxonomic_profile	reERR5004806_taxonomic_profile	reERR5004807_taxonomic_profile
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobellus|s__archaeon_RC18|t__Unclassified_archaeon_RC18	0	0	0	0	0	0	0	0	0	0.248148287400835	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus	0	0	0	0	0	0	0	0	0	0.0751964507275257	0	0	0.60790273556231	0.177777777777778	0	0.127551020408163	0.139275766016713	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Unclassified_Halococcus	0	0	0	0	0	0	0	0	0	0.0563973380456442	0	0	0.303951367781155	0.177777777777778	0	0.127551020408163	0.139275766016713	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__Unclassified_Halococcus|t__	0	0	0	0	0	0	0	0	0	0.0563973380456442	0	0	0	0.177777777777778	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__halophilic_archaeon_BK6	0	0	0	0	0	0	0	0	0	0.0187991126818814	0	0	0.303951367781155	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halococcus|s__halophilic_archaeon_BK6|t__Unclassified_halophilic_archaeon_BK6	0	0	0	0	0	0	0	0	0	0.0187991126818814	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax	0	0	0	0	0	0	0	0	0	0.338384028273865	0.209205020920502	0	0	0	0	0	0.557103064066852	0	0	0.746268656716418
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_sp._RS77	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Haloferax_sp._RS77|t__Unclassified_Haloferax_sp._RS77	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Unclassified_Haloferax	0	0	0	0	0	0	0	0	0	0.334624205737489	0.209205020920502	0	0	0	0	0	0.557103064066852	0	0	0.746268656716418
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloferax|s__Unclassified_Haloferax|t__	0	0	0	0	0	0	0	0	0	0.334624205737489	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogeometricum	0	0	0	0	0	0	0	0	0	0	0.209205020920502	0	0	0.266666666666667	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogeometricum|s__Unclassified_Halogeometricum	0	0	0	0	0	0	0	0	0	0	0.209205020920502	0	0	0.266666666666667	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogeometricum|s__Unclassified_Halogeometricum|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum	0	0	0	0	0	0	0	0	0	3.25976613903824	5.23012552301255	0.135685210312076	0.911854103343465	1.06666666666667	3.17460317460317	2.4234693877551	6.68523676880223	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Halobacteriaceae_archaeon_GX10	0	0	0	0	0	0	0	0	0	2.54164003459037	4.18410041841004	0	0.60790273556231	0.622222222222222	2.64550264550265	1.65816326530612	3.13370473537604	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Halobacteriaceae_archaeon_GX10|t__Unclassified_Halobacteriaceae_archaeon_GX10	0	0	0	0	0	0	0	0	0	2.54164003459037	0	0	0	0.622222222222222	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Halogranum_gelatinilyticum	0	0	0	0	0	0	0	0	0	0	0	0.135685210312076	0	0	0	0	1.18384401114206	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Halogranum_rubrum	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Halogranum_rubrum|t__Unclassified_Halogranum_rubrum	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Unclassified_Halogranum	0	0	0	0	0	0	0	0	0	0.714366281911494	1.04602510460251	0	0.303951367781155	0.444444444444444	0.529100529100529	0.76530612244898	2.36768802228412	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum|s__Unclassified_Halogranum|t__	0	0	0	0	0	0	0	0	0	0.714366281911494	0	0	0	0.444444444444444	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halolamina	0	0	0	0	0	0	0	0	0	0.285746512764598	0	2.17096336499322	0.303951367781155	0	0.529100529100529	0.255102040816327	0.278551532033426	0	0	0.746268656716418
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halolamina|s__Halolamina_pelagica	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halolamina|s__Halolamina_pelagica|t__Unclassified_Halolamina_pelagica	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halolamina|s__Unclassified_Halolamina	0	0	0	0	0	0	0	0	0	0.274467045155469	0	1.35685210312076	0.303951367781155	0	0	0.255102040816327	0.278551532033426	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halolamina|s__Unclassified_Halolamina|t__	0	0	0	0	0	0	0	0	0	0.274467045155469	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halolamina|s__archaeon_4R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529100529100529	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halolamina|s__halophilic_archaeon_DL31	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0.814111261872456	0	0	0	0	0	0	0	0.746268656716418
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halolamina|s__halophilic_archaeon_DL31|t__Unclassified_halophilic_archaeon_DL31	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina	0	0	0	0	0	0	0	0	0	0.195510771891567	0.209205020920502	0.407055630936228	0	0.533333333333333	0	0.127551020408163	0.0696378830083565	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Halomarina_oriensis	0	0	0	0	0	0	0	0	0	0.157912546527804	0	0.135685210312076	0	0.266666666666667	0	0.127551020408163	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Halomarina_oriensis|t__Unclassified_Halomarina_oriensis	0	0	0	0	0	0	0	0	0	0.157912546527804	0	0	0	0.266666666666667	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Halomarina_sp._TRM46057	0	0	0	0	0	0	0	0	0	0.0338384028273865	0	0.271370420624152	0	0.0888888888888889	0	0	0.0696378830083565	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Halomarina_sp._TRM46057|t__Unclassified_Halomarina_sp._TRM46057	0	0	0	0	0	0	0	0	0	0.0338384028273865	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Unclassified_Halomarina	0	0	0	0	0	0	0	0	0	0.00375982253637628	0.209205020920502	0	0	0.177777777777778	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomarina|s__Unclassified_Halomarina|t__	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0.177777777777778	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium	0	0	0	0	0	0	0	0	0	0.78956273263902	0	0	0	0.266666666666667	1.58730158730159	0.38265306122449	0.417827298050139	0.53475935828877	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_katesii	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_katesii_DSM_19301	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0.0696378830083565	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_katesii_DSM_19301|t__Unclassified_Halomicrobium_katesii_DSM_19301	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_katesii|t__Unclassified_Halomicrobium_katesii	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_mukohataei	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_mukohataei_DSM_12286	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_mukohataei_DSM_12286|t__Unclassified_Halomicrobium_mukohataei_DSM_12286	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_mukohataei|t__Unclassified_Halomicrobium_mukohataei	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_sp._Bet58	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_sp._Bet58|t__Unclassified_Halomicrobium_sp._Bet58	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_zhouii	0	0	0	0	0	0	0	0	0	0.240628642328082	0	0	0	0.177777777777778	0.529100529100529	0	0.139275766016713	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium_zhouii|t__Unclassified_Halomicrobium_zhouii	0	0	0	0	0	0	0	0	0	0.240628642328082	0	0	0	0.177777777777778	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Unclassified_Halomicrobium	0	0	0	0	0	0	0	0	0	0.522615332556303	0	0	0	0.0888888888888889	1.05820105820106	0.38265306122449	0.20891364902507	0.53475935828877	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Unclassified_Halomicrobium|t__	0	0	0	0	0	0	0	0	0	0.522615332556303	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halonotius	0	0	0	0	0	0	0	0	0	0.229349174718953	0	0	0.60790273556231	0	0	0	1.6016713091922	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halonotius|s__Halobacteriaceae_archaeon_tADL	0	0	0	0	0	0	0	0	0	0	0	0	0.60790273556231	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halonotius|s__Halonotius_pteroides	0	0	0	0	0	0	0	0	0	0.218069707109824	0	0	0	0	0	0	1.6016713091922	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halonotius|s__Halonotius_pteroides|t__Unclassified_Halonotius_pteroides	0	0	0	0	0	0	0	0	0	0.218069707109824	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halonotius|s__Unclassified_Halonotius	0	0	0	0	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halonotius|s__Unclassified_Halonotius|t__	0	0	0	0	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halopelagius	0	0	0	0	0	0	0	0	0	0	0	0.271370420624152	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halopelagius|s__Halopelagius_inordinatus	0	0	0	0	0	0	0	0	0	0	0	0.271370420624152	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus	0	0	0	0	0	0	0	0	0	2.25965334436215	0.627615062761506	0.135685210312076	0.303951367781155	1.06666666666667	0.529100529100529	3.06122448979592	1.18384401114206	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Halobacteriaceae_archaeon_GX21	0	0	0	0	0	0	0	0	0	0.0338384028273865	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Halobacteriaceae_archaeon_GX21|t__Unclassified_Halobacteriaceae_archaeon_GX21	0	0	0	0	0	0	0	0	0	0.0338384028273865	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Halobacteriaceae_archaeon_R35	0	0	0	0	0	0	0	0	0	0.0488776929728917	0	0	0.303951367781155	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Halobacteriaceae_archaeon_R35|t__Unclassified_Halobacteriaceae_archaeon_R35	0	0	0	0	0	0	0	0	0	0.0488776929728917	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Haloplanus_aerogenes	0	0	0	0	0	0	0	0	0	0.052637515509268	0	0	0	0	0	0	0.0696378830083565	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Haloplanus_aerogenes|t__Unclassified_Haloplanus_aerogenes	0	0	0	0	0	0	0	0	0	0.052637515509268	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Haloplanus_natans	0	0	0	0	0	0	0	0	0	0.10151520848216	0	0	0	0	0	0.127551020408163	0.0696378830083565	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Haloplanus_natans|t__Unclassified_Haloplanus_natans	0	0	0	0	0	0	0	0	0	0.10151520848216	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Haloplanus_vescus	0	0	0	0	0	0	0	0	0	0.0451178704365154	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Haloplanus_vescus|t__Unclassified_Haloplanus_vescus	0	0	0	0	0	0	0	0	0	0.0451178704365154	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Unclassified_Haloplanus	0	0	0	0	0	0	0	0	0	1.97766665413392	0.627615062761506	0.135685210312076	0	1.06666666666667	0.529100529100529	2.93367346938776	1.04456824512535	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloplanus|s__Unclassified_Haloplanus|t__	0	0	0	0	0	0	0	0	0	1.97766665413392	0	0	0	1.06666666666667	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloquadratum	0	0	0	0	0	0	0	0	0	0.0187991126818814	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloquadratum|s__Unclassified_Haloquadratum	0	0	0	0	0	0	0	0	0	0.0187991126818814	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Haloquadratum|s__Unclassified_Haloquadratum|t__	0	0	0	0	0	0	0	0	0	0.0187991126818814	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus	0	0	0	0	0	0	0	0	0	0.270707222619092	0	0	0.303951367781155	0.622222222222222	0	0.510204081632653	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halobacteriaceae_archaeon_R26	0	0	0	0	0	0	0	0	0	0.0338384028273865	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halobacteriaceae_archaeon_R26|t__Unclassified_Halobacteriaceae_archaeon_R26	0	0	0	0	0	0	0	0	0	0.0338384028273865	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halobacteriaceae_archaeon_R28	0	0	0	0	0	0	0	0	0	0.0150392901455051	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halobacteriaceae_archaeon_R28|t__Unclassified_Halobacteriaceae_archaeon_R28	0	0	0	0	0	0	0	0	0	0.0150392901455051	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halobacteriaceae_archaeon_R44	0	0	0	0	0	0	0	0	0	0.0338384028273865	0	0	0.303951367781155	0.0888888888888889	0	0.127551020408163	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halobacteriaceae_archaeon_R44|t__Unclassified_Halobacteriaceae_archaeon_R44	0	0	0	0	0	0	0	0	0	0.0338384028273865	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus_tiamatea	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus_tiamatea|t__Unclassified_Halorhabdus_tiamatea	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus_utahensis_DSM_12940	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus_utahensis_DSM_12940|t__Unclassified_Halorhabdus_utahensis_DSM_12940	0	0	0	0	0	0	0	0	0	0.00751964507275257	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Unclassified_Halorhabdus	0	0	0	0	0	0	0	0	0	0.10151520848216	0	0	0	0.355555555555556	0	0.127551020408163	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Unclassified_Halorhabdus|t__	0	0	0	0	0	0	0	0	0	0.10151520848216	0	0	0	0.355555555555556	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__haloarchaeon_EB27K	0	0	0	0	0	0	0	0	0	0.0451178704365154	0	0	0	0	0	0.255102040816327	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__haloarchaeon_EB27K|t__Unclassified_haloarchaeon_EB27K	0	0	0	0	0	0	0	0	0	0.0451178704365154	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__haloarchaeon_str._T4.2	0	0	0	0	0	0	0	0	0	0.026318757754634	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__haloarchaeon_str._T4.2|t__Unclassified_haloarchaeon_str._T4.2	0	0	0	0	0	0	0	0	0	0.026318757754634	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis	0	0	0	0	0	0	0	0	0	0.157912546527804	0	0	0	0.266666666666667	0	0	0.139275766016713	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis|s__Halorientalis_regularis	0	0	0	0	0	0	0	0	0	0.0375982253637628	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis|s__Halorientalis_regularis|t__Unclassified_Halorientalis_regularis	0	0	0	0	0	0	0	0	0	0.0375982253637628	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis|s__Unclassified_Halorientalis	0	0	0	0	0	0	0	0	0	0.0150392901455051	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis|s__Unclassified_Halorientalis|t__	0	0	0	0	0	0	0	0	0	0.0150392901455051	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis|s__haloarchaeon_LDS1D3.3	0	0	0	0	0	0	0	0	0	0.0939955634094071	0	0	0	0.0888888888888889	0	0	0.139275766016713	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis|s__haloarchaeon_LDS1D3.3|t__Unclassified_haloarchaeon_LDS1D3.3	0	0	0	0	0	0	0	0	0	0.0939955634094071	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis|s__haloarchaeon_str._T3.1	0	0	0	0	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorientalis|s__haloarchaeon_str._T3.1|t__Unclassified_haloarchaeon_str._T3.1	0	0	0	0	0	0	0	0	0	0.0112794676091288	0	0	0	0	0	0	0	0	0	0
