meta-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
ext_mOTU_v3_28393	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1150 Oscillatoriales	1892249 Cyanothecaceae	43988 Cyanothece	NA Cyanothece species incertae sedis
ext_mOTU_v3_28394	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1653 Corynebacteriaceae	1716 Corynebacterium	NA Corynebacterium species incertae sedis
ext_mOTU_v3_28395	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	1853230 Crocinitomicaceae	NA Crocinitomicaceae gen. incertae sedis	NA Crocinitomicaceae species incertae sedis
ext_mOTU_v3_28396	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28397	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	32003 Nitrosomonadales	206379 Nitrosomonadaceae	914 Nitrosomonas	NA Nitrosomonas species incertae sedis
ext_mOTU_v3_28398	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135624 Aeromonadales	84642 Aeromonadaceae	NA Aeromonadaceae gen. incertae sedis	NA Aeromonadaceae species incertae sedis
ext_mOTU_v3_28399	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28400	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	69277 Phyllobacteriaceae	NA Phyllobacteriaceae gen. incertae sedis	NA Phyllobacteriaceae species incertae sedis
ext_mOTU_v3_28401	2 Bacteria	200783 Aquificae	187857 Aquificae	NA Aquificae order incertae sedis	NA Aquificae fam. incertae sedis	NA Aquificae gen. incertae sedis	NA Aquificae species incertae sedis
ext_mOTU_v3_28402	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	104267 Tenacibaculum	NA Tenacibaculum species incertae sedis
ext_mOTU_v3_28403	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	200667 Flammeovirgaceae	NA Flammeovirgaceae gen. incertae sedis	NA Flammeovirgaceae species incertae sedis
ext_mOTU_v3_28404	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	2742 Marinobacter	NA Marinobacter species incertae sedis
ext_mOTU_v3_28405	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	504090 Kushneria	NA Kushneria species incertae sedis
ext_mOTU_v3_28406	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
ext_mOTU_v3_28407	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	504090 Kushneria	NA Kushneria species incertae sedis
ext_mOTU_v3_28408	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	104267 Tenacibaculum	NA Tenacibaculum species incertae sedis
ext_mOTU_v3_28409	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	104267 Tenacibaculum	NA Tenacibaculum species incertae sedis
ext_mOTU_v3_28410	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	265 Paracoccus	NA Paracoccus species incertae sedis
ext_mOTU_v3_28411	2157 Archaea	28890 Euryarchaeota	NA Euryarchaeota class incertae sedis	NA Euryarchaeota order incertae sedis	NA Euryarchaeota fam. incertae sedis	NA Euryarchaeota gen. incertae sedis	NA Euryarchaeota species incertae sedis
ext_mOTU_v3_28412	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	358023 Lutibacter	NA Lutibacter species incertae sedis
ext_mOTU_v3_28413	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85009 Propionibacteriales	85015 Nocardioidaceae	1839 Nocardioides	NA Nocardioides species incertae sedis
ext_mOTU_v3_28414	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
ext_mOTU_v3_28415	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135624 Aeromonadales	84642 Aeromonadaceae	NA Aeromonadaceae gen. incertae sedis	NA Aeromonadaceae species incertae sedis
ext_mOTU_v3_28416	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28417	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28418	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28419	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	NA Alphaproteobacteria order incertae sedis	NA Alphaproteobacteria fam. incertae sedis	NA Alphaproteobacteria gen. incertae sedis	NA Alphaproteobacteria species incertae sedis
ext_mOTU_v3_28420	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	54526 Pelagibacterales	1655514 Pelagibacteraceae	198251 Candidatus Pelagibacter	NA Candidatus Pelagibacter species incertae sedis
ext_mOTU_v3_28421	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28422	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28423	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28424	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28425	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28426	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28427	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28428	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28429	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28430	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28431	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28432	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28433	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28434	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28435	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28436	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28437	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28438	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28439	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28440	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	NA Synechococcales fam. incertae sedis	NA Synechococcales gen. incertae sedis	NA Synechococcales species incertae sedis
ext_mOTU_v3_28441	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28442	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28443	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28444	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28445	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28446	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	NA Prochloraceae gen. incertae sedis	NA Prochloraceae species incertae sedis
ext_mOTU_v3_28447	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28448	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28449	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28450	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28451	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28452	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28453	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28454	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28455	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28456	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28457	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28458	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28459	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28460	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28461	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28462	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28463	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28464	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28465	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28466	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28467	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28468	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28469	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28470	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28471	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28472	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28473	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28474	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28475	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28476	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28477	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28478	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28479	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28480	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28481	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28482	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28483	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28484	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28485	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28486	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28487	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28488	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28489	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28490	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28491	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28492	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28493	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28494	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28495	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28496	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28497	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28498	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28499	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28500	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28501	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28502	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28503	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28504	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28505	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28506	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28507	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28508	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	NA Synechococcus species incertae sedis
ext_mOTU_v3_28509	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	NA Synechococcus species incertae sedis
ext_mOTU_v3_28510	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	NA Synechococcus species incertae sedis
ext_mOTU_v3_28511	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28512	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1213 Prochloraceae	1218 Prochlorococcus	NA Prochlorococcus species incertae sedis
ext_mOTU_v3_28513	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	NA Synechococcus species incertae sedis
ext_mOTU_v3_28514	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	NA Oceanospirillales fam. incertae sedis	NA Oceanospirillales gen. incertae sedis	NA Oceanospirillales species incertae sedis
ext_mOTU_v3_28515	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	111500 Muricauda	NA Muricauda species incertae sedis
ext_mOTU_v3_28516	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28517	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	NA Bacillus species incertae sedis
ext_mOTU_v3_28518	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	NA Rhodospirillaceae gen. incertae sedis	NA Rhodospirillaceae species incertae sedis
ext_mOTU_v3_28519	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	NA Alteromonadaceae gen. incertae sedis	NA Alteromonadaceae species incertae sedis
ext_mOTU_v3_28520	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	60136 Sulfitobacter	NA Sulfitobacter species incertae sedis
ext_mOTU_v3_28521	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	60136 Sulfitobacter	NA Sulfitobacter species incertae sedis
ext_mOTU_v3_28522	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	60136 Sulfitobacter	NA Sulfitobacter species incertae sedis
ext_mOTU_v3_28523	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	563798 Cyclobacteriaceae	NA Cyclobacteriaceae gen. incertae sedis	NA Cyclobacteriaceae species incertae sedis
ext_mOTU_v3_28524	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
