Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Proteobacteria|c__CFGB43307	0.177451873205855	0	0	0	0	0.27660971647141	0.31133603806121	0	0	0	0	0	0	0.161057817874585	0	0.341591551074682	0	0	0.398989766062609	1.20214766345113	0	0	0	0	0	0.910090717725566	0	0.28783161644815	0.290573043568148	0	0	0	0	0	0	0	0	0.244168146956805	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB43307|o__OFGB43307	0.177451873205855	0	0	0	0	0.27660971647141	0.31133603806121	0	0	0	0	0	0	0.161057817874585	0	0.341591551074682	0	0	0.398989766062609	1.20214766345113	0	0	0	0	0	0.910090717725566	0	0.28783161644815	0.290573043568148	0	0	0	0	0	0	0	0	0.244168146956805	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB43307|o__OFGB43307|f__FGB43307	0.177451873205855	0	0	0	0	0.27660971647141	0.31133603806121	0	0	0	0	0	0	0.161057817874585	0	0.341591551074682	0	0	0.398989766062609	1.20214766345113	0	0	0	0	0	0.910090717725566	0	0.28783161644815	0.290573043568148	0	0	0	0	0	0	0	0	0.244168146956805	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB43307|o__OFGB43307|f__FGB43307|g__GGB48314	0.177451873205855	0	0	0	0	0.27660971647141	0.148593183860093	0	0	0	0	0	0	0.161057817874585	0	0.341591551074682	0	0	0.398989766062609	0.677639952525752	0	0	0	0	0	0.831668215214281	0	0.28783161644815	0	0	0	0	0	0	0	0	0	0.244168146956805	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB43307|o__OFGB43307|f__FGB43307|g__GGB48314|s__GGB48314_SGB66340	0.177451873205855	0	0	0	0	0.27660971647141	0.148593183860093	0	0	0	0	0	0	0.161057817874585	0	0.341591551074682	0	0	0.398989766062609	0.677639952525752	0	0	0	0	0	0.831668215214281	0	0.28783161644815	0	0	0	0	0	0	0	0	0	0.244168146956805	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB43307|o__OFGB43307|f__FGB43307|g__GGB48314|s__GGB48314_SGB66340|t__SGB66340	0.177451873205855	0	0	0	0	0.27660971647141	0.148593183860093	0	0	0	0	0	0	0.161057817874585	0	0.341591551074682	0	0	0.398989766062609	0.677639952525752	0	0	0	0	0	0.831668215214281	0	0.28783161644815	0	0	0	0	0	0	0	0	0	0.244168146956805	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12302757294603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102979294337746	0	0	0	0	0	0	0	0.147406658669703
k__Bacteria|p__Proteobacteria|c__CFGB444|o__OFGB444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12302757294603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102979294337746	0	0	0	0	0	0	0	0.147406658669703
k__Bacteria|p__Proteobacteria|c__CFGB444|o__OFGB444|f__FGB444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12302757294603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102979294337746	0	0	0	0	0	0	0	0.147406658669703
k__Bacteria|p__Proteobacteria|c__CFGB46998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386969024999587	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB46998|o__OFGB46998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386969024999587	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB46998|o__OFGB46998|f__FGB46998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386969024999587	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB47017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34215575869394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB47017|o__OFGB47017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34215575869394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB47017|o__OFGB47017|f__FGB47017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.34215575869394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB47542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119826994346919	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB47542|o__OFGB47542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119826994346919	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB47542|o__OFGB47542|f__FGB47542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119826994346919	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5069	0	0	0	0	0	0	0	0	0	0	0.171022119254061	0	0	0	0.361023181608829	0	0	0.314442238605538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187342469865516	0	0	0	0	0	0	0	0.236344492683545
k__Bacteria|p__Proteobacteria|c__CFGB5069|o__OFGB5069	0	0	0	0	0	0	0	0	0	0	0.171022119254061	0	0	0	0.361023181608829	0	0	0.314442238605538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187342469865516	0	0	0	0	0	0	0	0.236344492683545
k__Bacteria|p__Proteobacteria|c__CFGB5069|o__OFGB5069|f__FGB5069	0	0	0	0	0	0	0	0	0	0	0.171022119254061	0	0	0	0.361023181608829	0	0	0.314442238605538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187342469865516	0	0	0	0	0	0	0	0.236344492683545
k__Bacteria|p__Proteobacteria|c__CFGB5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25182943801713	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5165|o__OFGB5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25182943801713	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5165|o__OFGB5165|f__FGB5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25182943801713	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152271849258614	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5294|o__OFGB5294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152271849258614	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5294|o__OFGB5294|f__FGB5294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152271849258614	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592372216994394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5686|o__OFGB5686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592372216994394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB5686|o__OFGB5686|f__FGB5686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592372216994394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6778	0	0.0949320747932854	0	0	0	0.366573496322404	0.176302488142235	0	0	0	0	0	0	0	0	0	0	0	0	0.116555754313499	0.196146554262087	0.138603108213528	0	0	0	0	0.170457874387578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6778|o__OFGB6778	0	0.0949320747932854	0	0	0	0.366573496322404	0.176302488142235	0	0	0	0	0	0	0	0	0	0	0	0	0.116555754313499	0.196146554262087	0.138603108213528	0	0	0	0	0.170457874387578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6778|o__OFGB6778|f__FGB6778	0	0.0949320747932854	0	0	0	0.366573496322404	0.176302488142235	0	0	0	0	0	0	0	0	0	0	0	0	0.116555754313499	0.196146554262087	0.138603108213528	0	0	0	0	0.170457874387578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB6778|o__OFGB6778|f__FGB6778|g__GGB43151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116555754313499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933306124532536	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7396|o__OFGB7396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933306124532536	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7396|o__OFGB7396|f__FGB7396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933306124532536	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634551219202985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7426|o__OFGB7426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634551219202985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7426|o__OFGB7426|f__FGB7426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634551219202985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7426|o__OFGB7426|f__FGB7426|g__GGB43307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634551219202985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7426|o__OFGB7426|f__FGB7426|g__GGB43307|s__GGB43307_SGB60609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634551219202985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7426|o__OFGB7426|f__FGB7426|g__GGB43307|s__GGB43307_SGB60609|t__SGB60609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634551219202985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7694	0	0	0.380583086365118	0.273283301139348	0	0	0	0	0	0	0	0	0	0	0	0.758408192559543	0.416469377216525	0	0	0	0	0	0	0	0	0	0	0.280195371095235	0	0	0	0	0	0	0	1.39629166887463	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7694|o__OFGB7694	0	0	0.380583086365118	0.273283301139348	0	0	0	0	0	0	0	0	0	0	0	0.758408192559543	0.416469377216525	0	0	0	0	0	0	0	0	0	0	0.280195371095235	0	0	0	0	0	0	0	1.39629166887463	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7694|o__OFGB7694|f__FGB7694	0	0	0.380583086365118	0.273283301139348	0	0	0	0	0	0	0	0	0	0	0	0.758408192559543	0.416469377216525	0	0	0	0	0	0	0	0	0	0	0.280195371095235	0	0	0	0	0	0	0	1.39629166887463	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7694|o__OFGB7694|f__FGB7694|g__GGB24384	0	0	0.380583086365118	0.273283301139348	0	0	0	0	0	0	0	0	0	0	0	0.758408192559543	0.416469377216525	0	0	0	0	0	0	0	0	0	0	0.280195371095235	0	0	0	0	0	0	0	1.39629166887463	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7694|o__OFGB7694|f__FGB7694|g__GGB24384|s__GGB24384_SGB36222	0	0	0.380583086365118	0.273283301139348	0	0	0	0	0	0	0	0	0	0	0	0.758408192559543	0.416469377216525	0	0	0	0	0	0	0	0	0	0	0.280195371095235	0	0	0	0	0	0	0	1.39629166887463	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7694|o__OFGB7694|f__FGB7694|g__GGB24384|s__GGB24384_SGB36222|t__SGB36222	0	0	0.380583086365118	0.273283301139348	0	0	0	0	0	0	0	0	0	0	0	0.758408192559543	0.416469377216525	0	0	0	0	0	0	0	0	0	0	0.280195371095235	0	0	0	0	0	0	0	1.39629166887463	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7838	0	0	0	0	0.902164921498447	0	0	0	0.218229607367297	0	0	0	0	0	0	0.0478771987664233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7838|o__OFGB7838	0	0	0	0	0.902164921498447	0	0	0	0.218229607367297	0	0	0	0	0	0	0.0478771987664233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7838|o__OFGB7838|f__FGB7838	0	0	0	0	0.902164921498447	0	0	0	0.218229607367297	0	0	0	0	0	0	0.0478771987664233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7838|o__OFGB7838|f__FGB7838|g__GGB24593	0	0	0	0	0.461789996541098	0	0	0	0.218229607367297	0	0	0	0	0	0	0.0478771987664233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7838|o__OFGB7838|f__FGB7838|g__GGB24593|s__GGB24593_SGB60373	0	0	0	0	0.461789996541098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7838|o__OFGB7838|f__FGB7838|g__GGB24593|s__GGB24593_SGB60373|t__SGB60373	0	0	0	0	0.461789996541098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875	2.01714539519499	0	0.204211388518431	0	0	2.90414743690487	1.46770077722316	0.287398218134037	0	0	0	0	0.267620735118306	0.735218770797836	0	0.289757883481009	0.302340669219103	0	1.83592246989802	0	0.171112575715678	0.142531715462385	0	0.133845575019892	0.143977588540572	0.0959421126214342	0.309318361914722	0.213157089755269	0.163903801244717	0	0	0	0	0.216665584869726	0.596847598780669	0	0.712817188763823	0.994474401154269	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875|o__OFGB7875	2.01714539519499	0	0.204211388518431	0	0	2.90414743690487	1.46770077722316	0.287398218134037	0	0	0	0	0.267620735118306	0.735218770797836	0	0.289757883481009	0.302340669219103	0	1.83592246989802	0	0.171112575715678	0.142531715462385	0	0.133845575019892	0.143977588540572	0.0959421126214342	0.309318361914722	0.213157089755269	0.163903801244717	0	0	0	0	0.216665584869726	0.596847598780669	0	0.712817188763823	0.994474401154269	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875|o__OFGB7875|f__FGB7875	2.01714539519499	0	0.204211388518431	0	0	2.90414743690487	1.46770077722316	0.287398218134037	0	0	0	0	0.267620735118306	0.735218770797836	0	0.289757883481009	0.302340669219103	0	1.83592246989802	0	0.171112575715678	0.142531715462385	0	0.133845575019892	0.143977588540572	0.0959421126214342	0.309318361914722	0.213157089755269	0.163903801244717	0	0	0	0	0.216665584869726	0.596847598780669	0	0.712817188763823	0.994474401154269	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875|o__OFGB7875|f__FGB7875|g__GGB24660	0.130330192432745	0	0	0	0	1.11299906890876	0.557176021763935	0	0	0	0	0	0	0.0910987212005108	0	0.289757883481009	0	0	0	0	0.171112575715678	0.142531715462385	0	0	0	0.0959421126214342	0	0	0.163903801244717	0	0	0	0	0.216665584869726	0	0	0	0.28375969249367	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875|o__OFGB7875|f__FGB7875|g__GGB24660|s__GGB24660_SGB36534	0.130330192432745	0	0	0	0	1.11299906890876	0.557176021763935	0	0	0	0	0	0	0.0910987212005108	0	0.159010705547284	0	0	0	0	0.171112575715678	0.142531715462385	0	0	0	0.0959421126214342	0	0	0.163903801244717	0	0	0	0	0.216665584869726	0	0	0	0.28375969249367	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875|o__OFGB7875|f__FGB7875|g__GGB24660|s__GGB24660_SGB36534|t__SGB36534	0.130330192432745	0	0	0	0	1.11299906890876	0.557176021763935	0	0	0	0	0	0	0.0910987212005108	0	0.159010705547284	0	0	0	0	0.171112575715678	0.142531715462385	0	0	0	0.0959421126214342	0	0	0.163903801244717	0	0	0	0	0.216665584869726	0	0	0	0.28375969249367	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875|o__OFGB7875|f__FGB7875|g__GGB24661	1.88681520276225	0	0.204211388518431	0	0	1.79114836799611	0.910524755459223	0.287398218134037	0	0	0	0	0.267620735118306	0.644120049597325	0	0	0.302340669219103	0	1.83592246989802	0	0	0	0	0.133845575019892	0.143977588540572	0	0.309318361914722	0.213157089755269	0	0	0	0	0	0	0.596847598780669	0	0.712817188763823	0.710714708660599	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875|o__OFGB7875|f__FGB7875|g__GGB24661|s__GGB24661_SGB36535	1.88681520276225	0	0.204211388518431	0	0	1.79114836799611	0.910524755459223	0.287398218134037	0	0	0	0	0.267620735118306	0.644120049597325	0	0	0.302340669219103	0	1.83592246989802	0	0	0	0	0.133845575019892	0.143977588540572	0	0.309318361914722	0	0	0	0	0	0	0	0.596847598780669	0	0.712817188763823	0.710714708660599	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7875|o__OFGB7875|f__FGB7875|g__GGB24661|s__GGB24661_SGB36535|t__SGB36535	1.88681520276225	0	0.204211388518431	0	0	1.79114836799611	0.910524755459223	0.287398218134037	0	0	0	0	0.267620735118306	0.644120049597325	0	0	0.302340669219103	0	1.83592246989802	0	0	0	0	0.133845575019892	0.143977588540572	0	0.309318361914722	0	0	0	0	0	0	0	0.596847598780669	0	0.712817188763823	0.710714708660599	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7876	0	3.94548943033696	3.79082026641565	3.7358379750599	1.33531627372562	5.55694556923495	2.36676910306356	0.715260914714481	0.682079820306778	0.70871216055481	0	0	5.98402312792005	5.83469018063347	0.796977865022874	0	7.01344347256614	0	0	0	2.49948728591259	1.15673401291581	0.28823194912568	0.889422352717513	3.34811940065747	0	4.39261661220764	1.30913591631369	2.33216287331915	0.281117778659197	0	0	0	6.8423310621509	0	0	3.7956016733964	5.87553229383587	0	0.938692705130509	0.369439174644168
k__Bacteria|p__Proteobacteria|c__CFGB7876|o__OFGB7876	0	3.94548943033696	3.79082026641565	3.7358379750599	1.33531627372562	5.55694556923495	2.36676910306356	0.715260914714481	0.682079820306778	0.70871216055481	0	0	5.98402312792005	5.83469018063347	0.796977865022874	0	7.01344347256614	0	0	0	2.49948728591259	1.15673401291581	0.28823194912568	0.889422352717513	3.34811940065747	0	4.39261661220764	1.30913591631369	2.33216287331915	0.281117778659197	0	0	0	6.8423310621509	0	0	3.7956016733964	5.87553229383587	0	0.938692705130509	0.369439174644168
k__Bacteria|p__Proteobacteria|c__CFGB7876|o__OFGB7876|f__FGB7876	0	3.94548943033696	3.79082026641565	3.7358379750599	1.33531627372562	5.55694556923495	2.36676910306356	0.715260914714481	0.682079820306778	0.70871216055481	0	0	5.98402312792005	5.83469018063347	0.796977865022874	0	7.01344347256614	0	0	0	2.49948728591259	1.15673401291581	0.28823194912568	0.889422352717513	3.34811940065747	0	4.39261661220764	1.30913591631369	2.33216287331915	0.281117778659197	0	0	0	6.8423310621509	0	0	3.7956016733964	5.87553229383587	0	0.938692705130509	0.369439174644168
k__Bacteria|p__Proteobacteria|c__CFGB7876|o__OFGB7876|f__FGB7876|g__GGB24662	0	3.94548943033696	3.79082026641565	3.7358379750599	1.33531627372562	5.55694556923495	2.36676910306356	0.715260914714481	0.682079820306778	0.70871216055481	0	0	5.98402312792005	5.83469018063347	0.796977865022874	0	7.01344347256614	0	0	0	2.49948728591259	1.15673401291581	0.28823194912568	0.889422352717513	3.34811940065747	0	4.39261661220764	1.30913591631369	2.33216287331915	0.281117778659197	0	0	0	6.8423310621509	0	0	3.7956016733964	5.87553229383587	0	0.938692705130509	0.369439174644168
k__Bacteria|p__Proteobacteria|c__CFGB7876|o__OFGB7876|f__FGB7876|g__GGB24662|s__GGB24662_SGB36536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938692705130509	0
k__Bacteria|p__Proteobacteria|c__CFGB7876|o__OFGB7876|f__FGB7876|g__GGB24662|s__GGB24662_SGB36536|t__SGB36536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938692705130509	0
k__Bacteria|p__Proteobacteria|c__CFGB7876|o__OFGB7876|f__FGB7876|g__GGB24662|s__GGB24662_SGB66367	0	3.94548943033696	3.79082026641565	3.7358379750599	1.33531627372562	5.55694556923495	2.36676910306356	0.715260914714481	0.682079820306778	0.70871216055481	0	0	5.98402312792005	5.83469018063347	0.796977865022874	0	7.01344347256614	0	0	0	2.49948728591259	1.15673401291581	0.28823194912568	0.889422352717513	3.34811940065747	0	4.39261661220764	1.30913591631369	2.33216287331915	0.281117778659197	0	0	0	6.8423310621509	0	0	3.7956016733964	5.87553229383587	0	0	0.369439174644168
k__Bacteria|p__Proteobacteria|c__CFGB7876|o__OFGB7876|f__FGB7876|g__GGB24662|s__GGB24662_SGB66367|t__SGB66367	0	3.94548943033696	3.79082026641565	3.7358379750599	1.33531627372562	5.55694556923495	2.36676910306356	0.715260914714481	0.682079820306778	0.70871216055481	0	0	5.98402312792005	5.83469018063347	0.796977865022874	0	7.01344347256614	0	0	0	2.49948728591259	1.15673401291581	0.28823194912568	0.889422352717513	3.34811940065747	0	4.39261661220764	1.30913591631369	2.33216287331915	0.281117778659197	0	0	0	6.8423310621509	0	0	3.7956016733964	5.87553229383587	0	0	0.369439174644168
k__Bacteria|p__Proteobacteria|c__CFGB7965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15082902012396	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7965|o__OFGB7965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15082902012396	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB7965|o__OFGB7965|f__FGB7965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15082902012396	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8030	0	0	0	0	0.0903623345225612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689095148601845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8030|o__OFGB8030	0	0	0	0	0.0903623345225612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689095148601845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8030|o__OFGB8030|f__FGB8030	0	0	0	0	0.0903623345225612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689095148601845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8030|o__OFGB8030|f__FGB8030|g__GGB24905	0	0	0	0	0.0903623345225612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689095148601845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8401	0	0	0	0	0	0	0	0.334274170545538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8401|o__OFGB8401	0	0	0	0	0	0	0	0.334274170545538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8401|o__OFGB8401|f__FGB8401	0	0	0	0	0	0	0	0.334274170545538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8401|o__OFGB8401|f__FGB8401|g__GGB25685	0	0	0	0	0	0	0	0.334274170545538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374601778913732	0	0	0	0	0	0	0	0	0	0	0	0	0
