Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Actinobacteria|c__CFGB128|o__OFGB128|f__FGB128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690835351858374	0	0	1.79895063358124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17590576297681	0	0	0	0	0	0	0	0.311531499589161
k__Bacteria|p__Actinobacteria|c__CFGB128|o__OFGB128|f__FGB128|g__GGB27344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690835351858374	0	0	1.79895063358124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17590576297681	0	0	0	0	0	0	0	0.311531499589161
k__Bacteria|p__Actinobacteria|c__CFGB128|o__OFGB128|f__FGB128|g__GGB27344|s__GGB27344_SGB39602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690835351858374	0	0	1.79895063358124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17590576297681	0	0	0	0	0	0	0	0.311531499589161
k__Bacteria|p__Actinobacteria|c__CFGB128|o__OFGB128|f__FGB128|g__GGB27344|s__GGB27344_SGB39602|t__SGB39602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690835351858374	0	0	1.79895063358124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17590576297681	0	0	0	0	0	0	0	0.311531499589161
k__Bacteria|p__Actinobacteria|c__CFGB12820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246877874057958	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12820|o__OFGB12820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246877874057958	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12820|o__OFGB12820|f__FGB12820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246877874057958	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12820|o__OFGB12820|f__FGB12820|g__GGB36269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246877874057958	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12820|o__OFGB12820|f__FGB12820|g__GGB36269|s__GGB36269_SGB48969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246877874057958	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12820|o__OFGB12820|f__FGB12820|g__GGB36269|s__GGB36269_SGB48969|t__SGB48969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246877874057958	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0789331241939381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13246|o__OFGB13246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0789331241939381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13246|o__OFGB13246|f__FGB13246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0789331241939381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14472	0	0	0	0	0	0	0	0	0	0.796925975079389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41100909817767	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14472|o__OFGB14472	0	0	0	0	0	0	0	0	0	0.796925975079389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41100909817767	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14472|o__OFGB14472|f__FGB14472	0	0	0	0	0	0	0	0	0	0.796925975079389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41100909817767	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221404911671908	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14640|o__OFGB14640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221404911671908	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14640|o__OFGB14640|f__FGB14640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221404911671908	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14640|o__OFGB14640|f__FGB14640|g__GGB40593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221404911671908	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14747	0	0	0	0	0	0	0	0	0	0	0.167391181132827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14747|o__OFGB14747	0	0	0	0	0	0	0	0	0	0	0.167391181132827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14747|o__OFGB14747|f__FGB14747	0	0	0	0	0	0	0	0	0	0	0.167391181132827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115934089734988	0	0	0	0	0	0	0	0.685012863579363	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14755|o__OFGB14755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115934089734988	0	0	0	0	0	0	0	0.685012863579363	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14755|o__OFGB14755|f__FGB14755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115934089734988	0	0	0	0	0	0	0	0.685012863579363	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14755|o__OFGB14755|f__FGB14755|g__GGB40760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115934089734988	0	0	0	0	0	0	0	0.685012863579363	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121098810469485	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14766|o__OFGB14766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121098810469485	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14766|o__OFGB14766|f__FGB14766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121098810469485	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14766|o__OFGB14766|f__FGB14766|g__GGB40773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121098810469485	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100745816686674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0878686000711242
k__Bacteria|p__Actinobacteria|c__CFGB14900|o__OFGB14900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100745816686674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0878686000711242
k__Bacteria|p__Actinobacteria|c__CFGB14900|o__OFGB14900|f__FGB14900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100745816686674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0878686000711242
k__Bacteria|p__Actinobacteria|c__CFGB23681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595353148064564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB23681|o__OFGB23681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595353148064564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB23681|o__OFGB23681|f__FGB23681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595353148064564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB24887	0	0	0	0	0.0973813954564189	0.165272287721404	0.165828932051586	0	0.289181925801079	0	0	0	0	0	0	0.0596073943861584	0	0	0	0.236410618577444	0	0	0.287130330270194	0	0	0.314059562107949	0	0	0.508818635741971	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB24887|o__OFGB24887	0	0	0	0	0.0973813954564189	0.165272287721404	0.165828932051586	0	0.289181925801079	0	0	0	0	0	0	0.0596073943861584	0	0	0	0.236410618577444	0	0	0.287130330270194	0	0	0.314059562107949	0	0	0.508818635741971	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB24887|o__OFGB24887|f__FGB24887	0	0	0	0	0.0973813954564189	0.165272287721404	0.165828932051586	0	0.289181925801079	0	0	0	0	0	0	0.0596073943861584	0	0	0	0.236410618577444	0	0	0.287130330270194	0	0	0.314059562107949	0	0	0.508818635741971	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB24887|o__OFGB24887|f__FGB24887|g__GGB43900	0	0	0	0	0.0973813954564189	0.165272287721404	0.165828932051586	0	0.289181925801079	0	0	0	0	0	0	0.0596073943861584	0	0	0	0.236410618577444	0	0	0.287130330270194	0	0	0.314059562107949	0	0	0.508818635741971	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB24887|o__OFGB24887|f__FGB24887|g__GGB43900|s__GGB43900_SGB61257	0	0	0	0	0.0973813954564189	0.165272287721404	0.165828932051586	0	0.289181925801079	0	0	0	0	0	0	0.0596073943861584	0	0	0	0.236410618577444	0	0	0.287130330270194	0	0	0.314059562107949	0	0	0.508818635741971	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB24887|o__OFGB24887|f__FGB24887|g__GGB43900|s__GGB43900_SGB61257|t__SGB61257	0	0	0	0	0.0973813954564189	0.165272287721404	0.165828932051586	0	0.289181925801079	0	0	0	0	0	0	0.0596073943861584	0	0	0	0.236410618577444	0	0	0.287130330270194	0	0	0.314059562107949	0	0	0.508818635741971	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB2777	0	0.200573519010203	0	0	0.28884702915217	0	0.142039907513017	0.129087802184173	0.28390412077053	0.115761279155636	0	0	0.0873933314201733	0.0526692546999813	0	0	0	0	0.124016198304768	0.121667633594216	0	0	0.1328734697129	0.435673814259182	0	0.0756994655803642	0.229704290348595	0.0969389530542064	0	0	0	0	0	0	0.269539720715	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB2777|o__OFGB2777	0	0.200573519010203	0	0	0.28884702915217	0	0.142039907513017	0.129087802184173	0.28390412077053	0.115761279155636	0	0	0.0873933314201733	0.0526692546999813	0	0	0	0	0.124016198304768	0.121667633594216	0	0	0.1328734697129	0.435673814259182	0	0.0756994655803642	0.229704290348595	0.0969389530542064	0	0	0	0	0	0	0.269539720715	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB2777|o__OFGB2777|f__FGB2777	0	0.200573519010203	0	0	0.28884702915217	0	0.142039907513017	0.129087802184173	0.28390412077053	0.115761279155636	0	0	0.0873933314201733	0.0526692546999813	0	0	0	0	0.124016198304768	0.121667633594216	0	0	0.1328734697129	0.435673814259182	0	0.0756994655803642	0.229704290348595	0.0969389530542064	0	0	0	0	0	0	0.269539720715	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB2777|o__OFGB2777|f__FGB2777|g__GGB43971	0	0.200573519010203	0	0	0.200153785144857	0	0.142039907513017	0.129087802184173	0.28390412077053	0.115761279155636	0	0	0.0873933314201733	0.0526692546999813	0	0	0	0	0.124016198304768	0.121667633594216	0	0	0.1328734697129	0.435673814259182	0	0.0756994655803642	0.229704290348595	0.0969389530542064	0	0	0	0	0	0	0.269539720715	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB35209	0	0	0	0	0	0	0	0	0	0	0.112149960612727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB35209|o__OFGB35209	0	0	0	0	0	0	0	0	0	0	0.112149960612727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB35209|o__OFGB35209|f__FGB35209	0	0	0	0	0	0	0	0	0	0	0.112149960612727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB4020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224859883934204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB4020|o__OFGB4020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224859883934204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB4020|o__OFGB4020|f__FGB4020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224859883934204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB4020|o__OFGB4020|f__FGB4020|g__GGB12096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224859883934204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB41325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118429734786334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124939966015034	0	0	0	0	0	0	0	0.123850058460441
k__Bacteria|p__Actinobacteria|c__CFGB41325|o__OFGB41325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118429734786334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124939966015034	0	0	0	0	0	0	0	0.123850058460441
k__Bacteria|p__Actinobacteria|c__CFGB41325|o__OFGB41325|f__FGB41325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118429734786334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124939966015034	0	0	0	0	0	0	0	0.123850058460441
k__Bacteria|p__Actinobacteria|c__CFGB42897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125237431743807	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB42897|o__OFGB42897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125237431743807	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB42897|o__OFGB42897|f__FGB42897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125237431743807	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421796991304917	0	0	0.507256403469206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546176765767752	0.419648591238639	0	0	0	0	0	0	0	0.334619971537688
k__Bacteria|p__Actinobacteria|c__CFGB4295|o__OFGB4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421796991304917	0	0	0.507256403469206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546176765767752	0.419648591238639	0	0	0	0	0	0	0	0.334619971537688
k__Bacteria|p__Actinobacteria|c__CFGB4295|o__OFGB4295|f__FGB4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421796991304917	0	0	0.507256403469206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546176765767752	0.419648591238639	0	0	0	0	0	0	0	0.334619971537688
k__Bacteria|p__Actinobacteria|c__CFGB4295|o__OFGB4295|f__FGB4295|g__GGB25679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421796991304917	0	0	0.507256403469206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546176765767752	0.419648591238639	0	0	0	0	0	0	0	0.334619971537688
k__Bacteria|p__Actinobacteria|c__CFGB4295|o__OFGB4295|f__FGB4295|g__GGB25679|s__GGB25679_SGB61754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421796991304917	0	0	0.507256403469206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546176765767752	0.419648591238639	0	0	0	0	0	0	0	0.334619971537688
k__Bacteria|p__Actinobacteria|c__CFGB4295|o__OFGB4295|f__FGB4295|g__GGB25679|s__GGB25679_SGB61754|t__SGB61754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421796991304917	0	0	0.507256403469206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546176765767752	0.419648591238639	0	0	0	0	0	0	0	0.334619971537688
k__Bacteria|p__Actinobacteria|c__CFGB7399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45771069432767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7399|o__OFGB7399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45771069432767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7399|o__OFGB7399|f__FGB7399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45771069432767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7399|o__OFGB7399|f__FGB7399|g__GGB23680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113648710372997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7399|o__OFGB7399|f__FGB7399|g__GGB23680|s__GGB23680_SGB35381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113648710372997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7399|o__OFGB7399|f__FGB7399|g__GGB23680|s__GGB23680_SGB35381|t__SGB35381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113648710372997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7399|o__OFGB7399|f__FGB7399|g__GGB23681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344061983954673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7399|o__OFGB7399|f__FGB7399|g__GGB23681|s__GGB23681_SGB35382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344061983954673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7399|o__OFGB7399|f__FGB7399|g__GGB23681|s__GGB23681_SGB35382|t__SGB35382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344061983954673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134042014840695	0	0	0.118282183371088	0	0	0	0.0825008119071746	0	0	0	0	0	0	0	0	0	0	0.269320847852639	0	0	0	0	0	0	0	0.151035183954746
k__Bacteria|p__Actinobacteria|c__CFGB7734|o__OFGB7734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134042014840695	0	0	0.118282183371088	0	0	0	0.0825008119071746	0	0	0	0	0	0	0	0	0	0	0.269320847852639	0	0	0	0	0	0	0	0.151035183954746
k__Bacteria|p__Actinobacteria|c__CFGB7734|o__OFGB7734|f__FGB7734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134042014840695	0	0	0.118282183371088	0	0	0	0.0825008119071746	0	0	0	0	0	0	0	0	0	0	0.269320847852639	0	0	0	0	0	0	0	0.151035183954746
k__Bacteria|p__Actinobacteria|c__CFGB7734|o__OFGB7734|f__FGB7734|g__GGB24438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134042014840695	0	0	0.118282183371088	0	0	0	0.0825008119071746	0	0	0	0	0	0	0	0	0	0	0.269320847852639	0	0	0	0	0	0	0	0.151035183954746
k__Bacteria|p__Actinobacteria|c__CFGB7734|o__OFGB7734|f__FGB7734|g__GGB24438|s__GGB24438_SGB36281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134042014840695	0	0	0.118282183371088	0	0	0	0.0825008119071746	0	0	0	0	0	0	0	0	0	0	0.269320847852639	0	0	0	0	0	0	0	0.151035183954746
k__Bacteria|p__Actinobacteria|c__CFGB7734|o__OFGB7734|f__FGB7734|g__GGB24438|s__GGB24438_SGB36281|t__SGB36281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134042014840695	0	0	0.118282183371088	0	0	0	0.0825008119071746	0	0	0	0	0	0	0	0	0	0	0.269320847852639	0	0	0	0	0	0	0	0.151035183954746
k__Bacteria|p__Actinobacteria|c__CFGB7931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154873476342482	0	0	0.152537035460031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435299680023634	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7931|o__OFGB7931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154873476342482	0	0	0.152537035460031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435299680023634	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7931|o__OFGB7931|f__FGB7931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154873476342482	0	0	0.152537035460031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435299680023634	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7931|o__OFGB7931|f__FGB7931|g__GGB24748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154873476342482	0	0	0.152537035460031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435299680023634	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7931|o__OFGB7931|f__FGB7931|g__GGB24748|s__GGB24748_SGB36637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154873476342482	0	0	0.152537035460031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB7931|o__OFGB7931|f__FGB7931|g__GGB24748|s__GGB24748_SGB36637|t__SGB36637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154873476342482	0	0	0.152537035460031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB8005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217808287629424	0	0	0.408497575350617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194537436309321	0.638087928647653	0	0	0	0	0	0	0	0.282523523161934
k__Bacteria|p__Actinobacteria|c__CFGB8005|o__OFGB8005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217808287629424	0	0	0.408497575350617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194537436309321	0.638087928647653	0	0	0	0	0	0	0	0.282523523161934
k__Bacteria|p__Actinobacteria|c__CFGB8005|o__OFGB8005|f__FGB8005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217808287629424	0	0	0.408497575350617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194537436309321	0.638087928647653	0	0	0	0	0	0	0	0.282523523161934
k__Bacteria|p__Actinobacteria|c__CFGB8005|o__OFGB8005|f__FGB8005|g__GGB24869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217808287629424	0	0	0.408497575350617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194537436309321	0.638087928647653	0	0	0	0	0	0	0	0.282523523161934
k__Bacteria|p__Actinobacteria|c__CFGB8005|o__OFGB8005|f__FGB8005|g__GGB24869|s__GGB24869_SGB36772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217808287629424	0	0	0.408497575350617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194537436309321	0.638087928647653	0	0	0	0	0	0	0	0.282523523161934
k__Bacteria|p__Actinobacteria|c__CFGB8005|o__OFGB8005|f__FGB8005|g__GGB24869|s__GGB24869_SGB36772|t__SGB36772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217808287629424	0	0	0.408497575350617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194537436309321	0.638087928647653	0	0	0	0	0	0	0	0.282523523161934
