Taxa	reERR1346801	reERR1346802	reERR1346803	reERR1346804	reERR1346805	reERR1346806	reERR1346807	reERR1346808	reERR1346809	reERR1346810	reERR1346811	reERR1346812	reERR1346813	reERR1346814	reERR1346815	reERR1346816	reERR1346817	reERR1346818	reERR1346819	reERR1346820	reERR1346821	reERR1346822	reERR1346823	reERR1346824	reERR1346825	reERR1346826	reERR1346827	reERR1346828	reERR1346829	reERR1346830	reERR1346831	reERR1346832	reERR1346833	reERR1346834	reERR1346835	reERR1346836	reERR1346837	reERR1346838	reERR1346839	reERR1346840	reERR1346841	reERR1346842	reERR1346843	reERR1346844	reERR1346845	reERR1346846	reERR1346847	reERR1346848	reERR1346849	reERR1346850	reERR1346851	reERR1346852	reERR1346853	reERR1346854	reERR1346855	reERR1346856	reERR1346857	reERR1346858	reERR1346859	reERR1346860	reERR1346861	reERR1346862	reERR1346863	reERR1346864	reERR1346865	reERR1346866	reERR1346867	reERR1346868	reERR1346869	reERR1346870	reERR1346871	reERR1346872	reERR1346873	reERR1346874	reERR1346875	reERR1346876	reERR1346877	reERR1346878	reERR1346879	reERR1346880	reERR1346881	reERR1346882	reERR1346883	reERR1346884	reERR1346887	reERR1346888	reERR1346889	reERR1346890	reERR1346891	reERR1346892
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__microbulbiferaceae|g__microbulbifer|s__microbulbifer_sp._gl-2	0.000224049260504488	0.000174511031637875	0.000262931312525066	0.000176265752914404	0.000107946100902441	7.3450344629017e-05	0.000267464821317897	0.000221661239305431	0.00023991238617759	0.00011584270862076	0.000167458453921622	0.000259907740838021	0.000120325649337367	0.000185993670842041	0.000479751006634308	0.000277650111749832	0.000196267119292425	0.000244130420388885	0.000274955324889469	0.00013254938556515	0.000153396985261979	0.000254498277580286	0.000296615022620603	0.000113575691600245	0.00037851793186856	9.33993355304415e-05	0.00021020738264993	0.000151938832464826	0.000200800660930091	0.00017526723674994	0.000310305059328673	0.000297263848419218	0.000163206091960083	0.000152596416811727	0.000206926115995653	0.000127320023188978	0.000250487956146513	0.000218934133514943	0.000318713251374952	0.000252873922001434	0.000245043854859459	0.000167061239728951	0.000369833778109543	0	0.000387360402401053	0.000368217682008706	0	0.000390550569789612	0.000278496246520421	0.000439526845240416	0.000344022133794336	0	0	0.000236285326675232	0.000525541011625155	0.000311846144022429	0.000588766989938809	0.000139586539593849	0.000439583294132184	0.000477225015801001	0.000335952953007007	0	0.000111407838574498	0.000588171490739672	0.000566771357973	0.000212379298938968	0.000518460962771856	0.000257127940049078	0.000195078786469491	0.000246802943319016	9.29386708166881e-05	0.000242406623536211	0.000416717767086652	0.000309529224749879	0	0.000212734016944042	8.37992103879736e-05	0	0.000226052249755322	0.000279035919735876	0	0.000280123533642147	0	0.000459447193137217	0.000201067829461944	0.000227413451092153	0.000220365190074452	0.000185757271215994	0	0.00016481649167001
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__microbulbiferaceae|g__microbulbifer|s__microbulbifer_sp._sh-1	0.000773093052729772	0.00281527355451101	0.000841380200080212	0.000588727614734111	0.000577020975733049	0.00153196433083378	0.00156318328903571	0.00129586570670868	0.00108505829203046	0.000747372313682324	0.000844573071952529	0.000901013501571807	0.000511384009683808	0.000929968354210204	0.00122919987645763	0.000863318316222133	0.00081647121625649	0.000621422888262616	0.00107006867111834	0.000632325757368176	0.00297169061644774	0.00102072965094029	0.000933663196203489	0.00128989535460278	0.00104425298791879	0.00154331282995539	0.000893854816313214	0.00096161287388923	0.000425380347496641	0.00079559509715703	0.000882085447837853	0.000849003567076101	0.000766265979301112	0.00098290044946377	0.00127604438197319	0.001049480762572	0.00106924709638661	0.00100407723301681	0.000860243731587259	0.00076454849855121	0.000628590758117744	0.00110621631712413	0.000733734394003424	0	0.000838358585196566	0.000552326523013059	0.00125550648769331	0.000769266273828023	0.000639509899417264	0.00146403546292311	0.000786336305815625	0	0	0.000514444002381517	0.000656926264531444	0.00124243463729571	0.00423298352482073	0.000951726406321697	0.00230134783398614	0.00146537737902737	0.000806287087216817	0	0.000638063075472126	0.00209319854057354	0.00233995603505996	0.00156250484219384	0.00138497963481713	0.00112993444766011	0.000507204844820678	0.000795498772662184	0.000493736688713656	0.00118999615190504	0.00180496939813695	0.00132839625621823	0	0.000803309049057353	0.000970674186994027	0	0.0016628250236239	0.00080920416723404	0.0028214162858659	0.00127518922031126	0.00106458570835187	0.00103875017578849	0.000684152874273109	0.000899316829318969	0.000727205127245692	0.000835907720471974	0.00052214497462721	0.000810897139016448
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__microbulbiferaceae|g__microbulbifer|s__microbulbifer_sp._thaf38	0.000327456611506559	0.000959810674008311	0.000301494571695409	0.000294363807367055	0.000188415012484261	0.000257076206201559	0.000273408484013851	0.000375119020363038	0.000297164205606333	0.000175632493715346	0.000298512896121153	0.000300337833857269	0.00018048847400605	0.000344432723781557	0.000422699535575093	0.000260296979765467	0.000236947940382128	0.000177549396646462	0.000350875825045516	0.000234677600672725	0.000409058627365276	0.000339331036773715	0.000347174401476388	0.00015954680486701	0.000715189660213963	0.00016233694032672	0.00029353283162828	0.000221910663205207	0.000240432370324188	0.000216622427443746	0.000337082653280894	0.000249971872534343	0.0002547085238459	0.000201965845780227	0.000305790815860243	0.000247364616481442	0.000317783227947068	0.000256681397914071	0.00021999675758625	0.00032794586759561	0.000383546903258284	0.000465062370056268	0.000334234804815576	0	0.000334790062075196	0.00036246428072732	0.000218348954381445	0.000260367046526408	0.000210419386259874	0.000502768117936879	0.00046197257966668	0	0	0.000266194861697413	0.000328463132265722	0.000519743573370715	0.000758979247693631	0.000279173079187698	0.000437594229452852	0.000452959337031459	0.000339489299880765	0.000457082400377367	0.000276831598882087	0.00068331687894756	0.000709273870834783	0.000624135082596151	0.000507584159357062	0.000448545406530058	0.000438927269556356	0.000215952575404139	0.000133599339298989	0.000339369272950695	0.000508783320280215	0.000619058449499759	0	0.000322276159997318	0.000398046249342875	0	0.000319921404314736	0	0	0.000434818619384825	0.000252613557914004	0	0.000156676230749567	0.0003245810165588	0.00022917979767743	0.000358053870604742	0.00013821484622485	0.000382374260674423
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__microbulbiferaceae|g__microbulbifer|s__microbulbifer_sp._ypw1	0.000810024249516226	0.00131396541468517	0.000680115661731504	0.000449477669931731	0.000657489887314869	0.00113323388856198	0.000906408561132874	0.000916483970205149	0.000951470713363395	0.000676371943882503	0.00061886819927556	0.000635330033159607	0.000631709659021175	0.000647533520709327	0.000899857293524891	0.000713647552856989	0.000667308205594247	0.000543745027229789	0.00118087156323798	0.000521505779272722	0.00161818780531264	0.000675925532928287	0.000879733192090652	0.0013602041160696	0.00132766591178018	0.00186798671060883	0.000696903755091658	0.000515792352314805	0.000462369942931131	0.00072666977933402	0.000626910728999046	0.00107420345224218	0.000696702726990257	0.000762982084058634	0.000866790508115125	0.000660245263108556	0.000766418373284106	0.000983945358670606	0.00104075389165803	0.000594648832206497	0.000575320354887426	0.00066372979027448	0.000666491888892598	0.000362110860712326	0.000488350793027042	0.000558079924294445	0.000545872385953612	0.000820550692083224	0.000367202458375074	0.00103083274495234	0.000579923025539024	0	0	0.00073278360804344	0.000356617115031355	0.00111373622865153	0.00198673979543333	0.000664939515883425	0.00143610469847709	0.00103668372076545	0.000537524724811211	0.000426610240352209	0.000749470914046624	0.00166504429363804	0.00195455151163832	0.00131545137199953	0.00142486124733804	0.000868521041943552	0.00068277575264322	0.000711762059750376	0.000377563350192795	0.00143681016859645	0.00125742163440682	0.000883447995640281	0	0.000650902589157144	0.00101955705972035	0	0.00109769439923559	0.000781300575260452	0.00141070814293295	0.00123756068594142	0.00054131476695858	0.000799038596760378	0.000624093652485775	0.000903451619338826	0.000511247240972729	0.000553233612099809	0.000552859384899398	0.000698821924680841
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__microbulbiferaceae|g__microbulbifer|s__microbulbifer_sp._ypw16	0.000864190004803025	0.00306420840846504	0.00108678275843694	0.000618692792729559	0.000769361300977399	0.00200152189114071	0.00115604239436291	0.00126176397758476	0.00107142690645219	0.000672635082314092	0.000837292269608111	0.000710414491623924	0.000431166910125564	0.000840415846026999	0.00111250368565469	0.00104552620205796	0.000867857516580325	0.000769380718801334	0.00114906702938883	0.000760529261439387	0.00237314159552355	0.00120407787242286	0.00108197070751379	0.00147918817393652	0.000764644264377695	0.00199696674538896	0.000869235933660519	0.00101559114331752	0.00047822262668877	0.00112249803311759	0.000849007243543934	0.000851255565927762	0.000882383100466155	0.00127462889336854	0.00112889692170962	0.00131867166874298	0.00101690632943062	0.00102169262306973	0.00153715683185264	0.00111027456378755	0.000681861161348061	0.00114233766625472	0.000996771252231067	0.000787197523287664	0.0010652411066029	0.000903284001177606	0.000955276675418821	0.00126830311300364	0.000513670854693222	0.00167905579009109	0.000894457547865274	0	0	0.00164203347271775	0.000994774057719043	0.00179682778222447	0.00468223227069821	0.00100248514799219	0.00245649487897397	0.00192372908911873	0.00111041291836	0.000487554560402525	0.000786606860238124	0.00187263423154616	0.00267192211615843	0.00153649921375233	0.00195419901352469	0.0010127983860822	0.000712037570613644	0.000674300898710882	0.000546014691048043	0.00122966269030187	0.00177105051011827	0.00188941797607739	0	0.000930314432307528	0.00140363677399856	0	0.00155746168687354	0.00106033649499633	0.00220649222356179	0.00159712223658657	0.00140741839409231	0.00073911070200335	0.000699820497348065	0.00113913465047069	0.000956384924923122	0.000846676257933771	0.000760181654236673	0.000942750332352455
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__microbulbiferaceae|g__microbulbifer|s__microbulbifer_thermotolerans	0.000617982026226665	0.000990606738414995	0.000638046651727494	0.000567575724384382	0.000384680650488699	0.000579733077250456	0.00066271839059879	0.000601042975808958	0.000564339362940466	0.000493265727030334	0.000407724931287428	0.000375422292321586	0.000371004085456881	0.000537315049099229	0.000824653081674108	0.000501071686048524	0.000462476702914515	0.000392088250927603	0.000759205001560474	0.000408512860430299	0.00119709804184838	0.00081275256388543	0.000741537556551508	0.000465119498934336	0.000677147657011093	0.00071161398499384	0.000516996535706584	0.00048180603452662	0.000264211395960646	0.000594727028072829	0.000533976726458986	0.000466163762293774	0.000451626038079706	0.000448812990622726	0.000641470959586525	0.000507461235281783	0.000583225688938149	0.000379989128284556	0.000643067445252115	0.000655891735191219	0.000468779548426792	0.000704366308046387	0.000577494455657682	0	0.000601792053730208	0.000425751694822566	0.000600459624548973	0.000532568958804016	0.000383705939650358	0.000860081308671893	0.00060941063700711	0	0	0.000810548399101111	0.00124815990260974	0.000871189227745199	0.00196720724126474	0.000543118535874248	0.00106216053876283	0.000854691129993883	0.000611788009160129	0.00109699776090568	0.000589111146401513	0.00114174465849466	0.00128738065596724	0.000879857095604297	0.0009354050936723	0.000551396582549689	0.000624252116702373	0.000383426001227756	0.000296242013228193	0.000722812477453429	0.00101272108512919	0.000748028959812209	0	0.000582637195660175	0.000600561007780477	0	0.000693482325520565	0.000976625719075565	0.000651096065969053	0.000714942153026971	0.000559358592523866	0.000379543333461179	0.000449138528148758	0.000717386068445247	0.000559727582789109	0.000625921239966937	0.00024571528217751	0.000586746710345235
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__spongiibacteraceae	0.00132213684495506	0.00217882155677288	0.0011884495326133	0.000980037586204089	0.000851792868939263	0.00131423652354063	0.00160181709655941	0.00117650965477498	0.00115594149703748	0.00094542597680814	0.00145616046888367	0.00114936978726147	0.000496343303516637	0.00090241373630768	0.0020694124502388	0.00147718536016903	0.00108482189572541	0.00108749005445958	0.00185287058488948	0.000993033921365142	0.00225884580258325	0.001264281766044	0.00161790012338511	0.00151163837153659	0.00163390403756328	0.000767208827571484	0.00138055118875494	0.000929625751265056	0.000768855162245481	0.000905875605673845	0.00172794238621094	0.00162143917319574	0.000888269221815535	0.000767470213964861	0.00112889692170962	0.00101310361308944	0.00103186083427519	0.000923549735632001	0.00130023724675976	0.00151526795449297	0.00151287945174101	0.0015712786871804	0.00190058962975011	0.00184204220449313	0.00163106398011015	0.00146136392547205	0.00174679163505156	0.00156811971203405	0.00128108273399394	0.00216601358985385	0.00111070003196457	0	0	0.00144163958806913	0.00151093040842232	0.00227697184524313	0.00293825421993159	0.00125374091926112	0.00203282410227643	0.00172151509937254	0.00225265295858383	0.00106652560088052	0.000977350583858098	0.00195480524863479	0.00249217462834414	0.00203277328984441	0.00241465035808431	0.00193845897025888	0.00101440968964136	0.00159099754532437	0.00138827139532428	0.00227862226124038	0.0020520927251302	0.00171530778715558	0	0.00149707595506143	0.0014804527168542	0	0.00164366805330565	0	0.000687268069634001	0.00169328404664283	0.000577402418089152	0.00171793298303481	0.00123513095240909	0.00225552795583217	0.00115471359599013	0.00126530315176112	0.000621966808011823	0.00152290438303089
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__spongiibacteraceae|g__oceanicoccus	0.000125566069073944	0.000133449612428963	0.000133218531679367	6.87436436366177e-05	8.24315679618642e-05	9.96826105679516e-05	0.000181281712226575	0.000119356051933694	0.000100872253279214	0.000123316431757584	0.000225704872676969	0.000167496099651169	7.52035308358542e-05	8.95525081832049e-05	0.000417513038206074	0.000281988394745923	0.000162723284358811	0.000140559939011782	0.000409355129219769	9.12635113727264e-05	0.000345895162845638	0.000120407787242286	0.000202237515423139	5.67878458001224e-05	0.000214937318096218	4.89234614683265e-05	0.000196951061221556	0.000131946880824718	0.000140032039859143	9.25568553623277e-05	0.000296128686059851	0.000209435893204449	8.24056988913207e-05	5.38575588747271e-05	0.000151745818396812	7.63920139133866e-05	0.000130851917389969	6.54285916251554e-05	0.000194612516326298	0.000167924088829077	0.000191773451629142	0.000194152251576889	0.000239304209364998	0.000755709622356158	0.000172928751071899	0.000512052714043356	0	0.000218945016397206	0.00023311167301339	0.00026245128169032	0	0	0	0.000149547675110906	0.000309693810421966	0.000296996327640409	0.00035158597503455	0.00010659335750803	0.000212829920688433	0.00020895445607106	0.000367780074870829	0	0.00014347979210352	0.000151367663058004	0.000228327889926266	0.000119192463690237	0.00019940806260456	0.000211416306262575	0	0.000277653311233893	0.000342711348636537	0.000409887563433957	0.000266505548718208	0.000187007239953052	0	0.000152406459900209	9.07824779203047e-05	0	0.000300764433996488	0	0	0.000250856895798937	0.000306745034609862	0.000579302982651274	0.00014100860767461	0.000305974461469442	0.000114589898838715	0.000187103338398719	0	0.000138445853002808
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__spongiibacteraceae|g__oceanicoccus|s__oceanicoccus_sagamiensis	0.000125566069073944	0.000133449612428963	0.000133218531679367	6.87436436366177e-05	8.24315679618642e-05	9.96826105679516e-05	0.000181281712226575	0.000119356051933694	0.000100872253279214	0.000123316431757584	0.000225704872676969	0.000167496099651169	7.52035308358542e-05	8.95525081832049e-05	0.000417513038206074	0.000281988394745923	0.000162723284358811	0.000140559939011782	0.000409355129219769	9.12635113727264e-05	0.000345895162845638	0.000120407787242286	0.000202237515423139	5.67878458001224e-05	0.000214937318096218	4.89234614683265e-05	0.000196951061221556	0.000131946880824718	0.000140032039859143	9.25568553623277e-05	0.000296128686059851	0.000209435893204449	8.24056988913207e-05	5.38575588747271e-05	0.000151745818396812	7.63920139133866e-05	0.000130851917389969	6.54285916251554e-05	0.000194612516326298	0.000167924088829077	0.000191773451629142	0.000194152251576889	0.000239304209364998	0.000755709622356158	0.000172928751071899	0.000512052714043356	0	0.000218945016397206	0.00023311167301339	0.00026245128169032	0	0	0	0.000149547675110906	0.000309693810421966	0.000296996327640409	0.00035158597503455	0.00010659335750803	0.000212829920688433	0.00020895445607106	0.000367780074870829	0	0.00014347979210352	0.000151367663058004	0.000228327889926266	0.000119192463690237	0.00019940806260456	0.000211416306262575	0	0.000277653311233893	0.000342711348636537	0.000409887563433957	0.000266505548718208	0.000187007239953052	0	0.000152406459900209	9.07824779203047e-05	0	0.000300764433996488	0	0	0.000250856895798937	0.000306745034609862	0.000579302982651274	0.00014100860767461	0.000305974461469442	0.000114589898838715	0.000187103338398719	0	0.000138445853002808
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__spongiibacteraceae|g__spongiibacter	0.000746010175086372	0.0018554628805027	0.000785288186741531	0.000620455450258703	0.000602535508673626	0.00101781191843066	0.00120061986458256	0.000780077053709499	0.000774262700845858	0.000657687636040445	0.000931942700085549	0.000773947494939885	0.000300814123343417	0.00059931293937991	0.00114362266986881	0.000800413212778812	0.000676586287597161	0.000688003912005039	0.00100543365071522	0.000632325757368176	0.00147682195614964	0.000878429538744859	0.00102804070340095	0.00127367025580274	0.000781763165818986	0.000558172219479543	0.000821891928559184	0.000561773841087055	0.000454443601052312	0.000577003374918341	0.0010254243331115	0.00105393546257723	0.000591287644642269	0.00055652810837218	0.000715044689718313	0.000725724132177173	0.000669214091794415	0.000596406777506224	0.000778450065305191	0.000973959715208648	0.000980175419437837	0.0012371562077225	0.00124003090307317	0.000739965671890405	0.00114409661709168	0.000828489784519588	0.00144656182277707	0.00104935809660643	0.000711712629996633	0.00132174259935607	0.000796165509638321	0	0	0.000909249864674309	0.000750772873750221	0.00148003169940804	0.00180257571327237	0.000809601929644323	0.00115166844933273	0.00116340448767306	0.00148526568697835	0.000609443200503156	0.000670135029001148	0.00131906106379118	0.00157886306863907	0.0014801536854624	0.00171490933839922	0.00133849377681103	0.000585236359408474	0.000989415370984268	0.000795787368867892	0.00127373662185391	0.00128649496699426	0.0012897051031245	0	0.000970003614573207	0.000935757849332372	0	0.000879304937607568	0	0.000687268069634001	0.00106196085888217	0.00027065738347929	0.000619254912489293	0.000838217834510183	0.00154847886243657	0.000846202329885896	0.000736298748950354	0.000453037551514785	0.00100208426935366
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__spongiibacteraceae|g__spongiibacter|s__spongiibacter_nanhainus	0.000526885074153411	0.0013242307694874	0.000602989143390818	0.000453002984990019	0.000435709716369853	0.000566616944280988	0.000508183160504005	0.000503000504577709	0.000594328411212665	0.000493265727030334	0.000626149001619979	0.000542918391972755	0.000205556317618001	0.000413319268537869	0.000829839579043128	0.000574822496982073	0.000457480812605254	0.000440174545852687	0.000684310454109238	0.000445452853128784	0.00109483338500706	0.000700554398500573	0.000664013175639305	0.000816663306268426	0.000321454927064255	0.000433639772105621	0.000598428224480881	0.000397839837638164	0.000277421965758679	0.000419459791322889	0.000711968968611982	0.000740907622196385	0.00043289747014986	0.000412907951372908	0.000512716931855896	0.000554751529609117	0.000523407669559877	0.000427802329856785	0.00057255566397447	0.000754670610973029	0.000532704032303172	0.000957215751960475	0.000802954619852804	0.000204671356054793	0.000777487664819257	0.0005350663191689	0.000832455388579258	0.000783073617204423	0.000332132560665095	0.000885377817750478	0.000530777006425547	0	0	0.000595199746941406	0.000750772873750221	0.00107413671829948	0.00114683996618413	0.000616718711296459	0.000751866448787174	0.00088300108855835	0.00088762306531325	0.000609443200503156	0.000421999388539766	0.0011893173525986	0.00128090326901898	0.00114424765142628	0.00138497963481713	0.00111564956210183	0.000331633936998135	0.000680911691835499	0.000418224018675097	0.000797738161091895	0.000872199977623225	0.00104466113353084	0	0.000625501512507109	0.000621510810377471	0	0.000662831173011369	0	0.000687268069634001	0.000769294480450074	0.00027065738347929	0.000619254912489293	0.000669790886454398	0.00100475397482533	0.0006434663550174	0.000534388671541664	0.000307144102721888	0.000817489798683248
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__spongiibacteraceae|g__spongiibacter|s__spongiibacter_sp._imcc21906	0.000219125100932961	0.000528665772314738	0.000178793292517045	0.00016568980773954	0.000164863135923728	0.000451194974149676	0.000692436704078556	0.0002728138329913	0.000177208012517538	0.000164421909010111	0.000305793698465571	0.000225253375392952	9.0244237003025e-05	0.00017910501636641	0.000311189842141173	0.000223421574298693	0.000219105474991908	0.000247829366152353	0.000320097243901173	0.000184699963492422	0.000381988571142574	0.000177875140244286	0.000360656902504597	0.000457006949534318	0.000458406138594588	0.000124532447373922	0.00022156994387425	0.000163934003448892	0.000174379521334027	0.000157543583595451	0.000311880211914098	0.000313027840380844	0.000158390174492409	0.000139132027093045	0.000202327757862416	0.000169153745093928	0.000145806422234537	0.000166087963356164	0.000205894401330721	0.000217313526719982	0.000447471387134665	0.000279940455762026	0.000435098562481815	0.000519550365369859	0.000366608952272426	0.000287670064069301	0.000614106434197813	0.000264312001776808	0.000377517134172127	0.00043320271797077	0.000265388503212774	0	0	0.000311059164230685	0	0.000400945042314552	0.000655735747088247	0.000190345281264339	0.000399802000545561	0.000280403399114713	0.000597642621665097	0	0.000248135640461382	0.000129743711192575	0.000297959799620092	0.000333738898332664	0.00032992970358209	0.000222844214709201	0.000253602422410339	0.000306300081440564	0.000371754683266752	0.000475998460762014	0.000414294989371032	0.000238595444078032	0	0.000344502102066098	0.00030726377142257	0	0.000214558067564374	0	0	0.000288485430168778	0	0	0.000168426948055784	0.000543724887611239	0.000198328671067007	0.000201910077408689	0.00013821484622485	0.000184594470670411
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__spongiibacteraceae|g__zhongshania	0.000445636441223212	0.00018734272514066	0.000266437063358734	0.000289075834779623	0.000164863135923728	0.000191495541354223	0.000216943688402294	0.0002728138329913	0.000278080265796752	0.0001606850474417	0.000283951291432316	0.000202150465096239	0.000120325649337367	0.000206659634268934	0.000505683493479406	0.000392614611146246	0.000244798625153825	0.000251528311915821	0.000437055852249678	0.00026727171187727	0.000433120899563234	0.000259971358818572	0.000380880654046911	0.000178476086800385	0.000633399353327792	0.000157889352920508	0.000357920678566096	0.000233905834189272	0.00017173740737442	0.000232376785803291	0.000404814214454158	0.000355815818562398	0.000214040776341093	0.000157084546717954	0.000257508055461257	0.000209168609524749	0.000228056198879661	0.000259197882207346	0.000324354193877163	0.000371408572939606	0.000330276500027967	0.000130939890598367	0.000419276796573385	0.000330622959780819	0.000312655181937993	0.000109314624346335	0.000300229812274486	0.000297844121405209	0.000336258430983916	0.000578657645172634	0.000304705318503555	0	0	0.000379851094781701	0.000441079063328255	0.000499943818194688	0.00078409253162467	0.000332469757941713	0.000666336667575934	0.000346459969098467	0.000399607196734651	0.000457082400377367	0.00016204776519927	0.000475726941039441	0.000683364323041732	0.000431260004988313	0.000496707355942268	0.000387120398629445	0.000419419390909407	0.000321725265398003	0.000249772677819849	0.000590590682797314	0.000496669431702114	0.00023214691856241	0	0.000373078313297387	0.000446929122069192	0	0.000461682984669769	0	0	0.000376285343698406	0	0.000499399122975236	0.000254598874968046	0.000399007236916232	0.000189514063464029	0.000340554997229323	0.000161250653928991	0.000375781601007622
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__cellvibrionales|f__spongiibacteraceae|g__zhongshania|s__zhongshania_aliphaticivorans	0.000445636441223212	0.00018734272514066	0.000266437063358734	0.000289075834779623	0.000164863135923728	0.000191495541354223	0.000216943688402294	0.0002728138329913	0.000278080265796752	0.0001606850474417	0.000283951291432316	0.000202150465096239	0.000120325649337367	0.000206659634268934	0.000505683493479406	0.000392614611146246	0.000244798625153825	0.000251528311915821	0.000437055852249678	0.00026727171187727	0.000433120899563234	0.000259971358818572	0.000380880654046911	0.000178476086800385	0.000633399353327792	0.000157889352920508	0.000357920678566096	0.000233905834189272	0.00017173740737442	0.000232376785803291	0.000404814214454158	0.000355815818562398	0.000214040776341093	0.000157084546717954	0.000257508055461257	0.000209168609524749	0.000228056198879661	0.000259197882207346	0.000324354193877163	0.000371408572939606	0.000330276500027967	0.000130939890598367	0.000419276796573385	0.000330622959780819	0.000312655181937993	0.000109314624346335	0.000300229812274486	0.000297844121405209	0.000336258430983916	0.000578657645172634	0.000304705318503555	0	0	0.000379851094781701	0.000441079063328255	0.000499943818194688	0.00078409253162467	0.000332469757941713	0.000666336667575934	0.000346459969098467	0.000399607196734651	0.000457082400377367	0.00016204776519927	0.000475726941039441	0.000683364323041732	0.000431260004988313	0.000496707355942268	0.000387120398629445	0.000419419390909407	0.000321725265398003	0.000249772677819849	0.000590590682797314	0.000496669431702114	0.00023214691856241	0	0.000373078313297387	0.000446929122069192	0	0.000461682984669769	0	0	0.000376285343698406	0	0.000499399122975236	0.000254598874968046	0.000399007236916232	0.000189514063464029	0.000340554997229323	0.000161250653928991	0.000375781601007622
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales	0.0586196576192457	0.148185529247561	0.0910057858911759	0.0382831588754795	0.0601770072685409	0.0988431780579057	0.0664382616153657	0.0625127322002721	0.0638385049401641	0.0427534332041974	0.0589526565827554	0.0521490442672554	0.0300914394717864	0.052236666888711	0.0640117505284392	0.0729937805507311	0.0604217247974427	0.0586689787543652	0.0634254221641487	0.0540758034290874	0.141284638994332	0.102056545850314	0.0626059935244896	0.0970666535712091	0.0509496548896043	0.0920072406722973	0.0583619019685183	0.0704936206781874	0.0325957599196649	0.0825528378040165	0.0520257147439937	0.0613962446928269	0.0555505377857446	0.0768367839946106	0.0579439108369161	0.0854535618494936	0.0546250675709955	0.0490865426246262	0.0927399152076087	0.0825672866884994	0.0737262380707591	0.105158277656413	0.0834993695817374	0.051246558766027	0.0915540145374975	0.0608134515442503	0.0993351274339085	0.0864714466111454	0.0500034853289518	0.141549778612858	0.0722544773006333	0	0	0.0850118713935457	0.0857476468431971	0.141701897856033	0.344116168247506	0.0702500984719588	0.227783708947644	0.15883369657257	0.0626216304405061	0.046348155398265	0.0584874272540574	0.156081684564667	0.217810232869024	0.14501388559695	0.143262003377392	0.0892162527542509	0.0593624747226662	0.0602419541469219	0.0654636762565047	0.138039553620984	0.159191032582532	0.136508836640212	0	0.0744870697089367	0.118003254761331	0	0.14093974632838	0.0633132501880702	0.128880849058208	0.117639341284912	0.0810889520903952	0.0667197228294916	0.063683665258674	0.099259769216695	0.0669645739598245	0.0749920948839527	0.0509705638466973	0.0887042358167992
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__chromatiaceae	0.0186453302175878	0.0410691182250134	0.0288698581152523	0.0129872606747333	0.0192026300223543	0.0337609262634089	0.0225294534490109	0.0207381140234793	0.0212158885140228	0.0140954418360486	0.0212016964269462	0.0190599009947882	0.0103329651368464	0.0180551633806292	0.0224108551315335	0.0256652822048751	0.0210748064203128	0.0196007136006167	0.0214198405710535	0.0170184719302665	0.0442535263560685	0.0323048620089815	0.0189631376961763	0.0343918010898074	0.0191389318113641	0.0328165236767316	0.0194186171323638	0.0248719870354593	0.0110783838326299	0.0281747006312515	0.0175991798369506	0.0215133450299151	0.019177518458221	0.0264530376673035	0.0197936325845175	0.0290125955698198	0.0191342889486247	0.0175675768513542	0.0276067726058232	0.023888683319073	0.0242913038730247	0.0303735394501798	0.0240035966038263	0.0183574462430683	0.0257746844897644	0.018600746342721	0.031278487715142	0.0272478059145136	0.0174586202540913	0.0389692722355603	0.0229118741107028	0	0	0.027163839707145	0.0262019732938827	0.0381838278569685	0.0810154539615326	0.0235952010655275	0.0534521351276659	0.0395409235549694	0.021302953567518	0.0145352203320003	0.0202255866939339	0.0396323789789585	0.0538465177009091	0.0391536407543912	0.0384277464644679	0.0254813788588636	0.0207953986376478	0.018261214207899	0.0197378502146941	0.0346332954135918	0.0421466411409267	0.0379882638125321	0	0.0211670346859322	0.0291900582851441	0	0.0354403950887582	0.0204812365086133	0.0318313632251537	0.0312985786991807	0.0270837821734943	0.0233718789552411	0.0201302843808069	0.0284907706318269	0.0192114372706907	0.0218614771146302	0.0176377500988044	0.0260014497258607
