Taxa	reERR1346801	reERR1346802	reERR1346803	reERR1346804	reERR1346805	reERR1346806	reERR1346807	reERR1346808	reERR1346809	reERR1346810	reERR1346811	reERR1346812	reERR1346813	reERR1346814	reERR1346815	reERR1346816	reERR1346817	reERR1346818	reERR1346819	reERR1346820	reERR1346821	reERR1346822	reERR1346823	reERR1346824	reERR1346825	reERR1346826	reERR1346827	reERR1346828	reERR1346829	reERR1346830	reERR1346831	reERR1346832	reERR1346833	reERR1346834	reERR1346835	reERR1346836	reERR1346837	reERR1346838	reERR1346839	reERR1346840	reERR1346841	reERR1346842	reERR1346843	reERR1346844	reERR1346845	reERR1346846	reERR1346847	reERR1346848	reERR1346849	reERR1346850	reERR1346851	reERR1346852	reERR1346853	reERR1346854	reERR1346855	reERR1346856	reERR1346857	reERR1346858	reERR1346859	reERR1346860	reERR1346861	reERR1346862	reERR1346863	reERR1346864	reERR1346865	reERR1346866	reERR1346867	reERR1346868	reERR1346869	reERR1346870	reERR1346871	reERR1346872	reERR1346873	reERR1346874	reERR1346875	reERR1346876	reERR1346877	reERR1346878	reERR1346879	reERR1346880	reERR1346881	reERR1346882	reERR1346883	reERR1346884	reERR1346887	reERR1346888	reERR1346889	reERR1346890	reERR1346891	reERR1346892
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__candidatus_methanoplasma|s__candidatus_methanoplasma_termitum	3.69311967864541e-05	0	3.8563259170343e-05	0	4.51410967410209e-05	0	0	0	3.27153253878531e-05	0	0	0	0	0	7.00177144817639e-05	3.90445469648201e-05	5.1386300323835e-05	0	2.35969122106634e-05	0	0	3.28384874297143e-05	0	0	0	0	1.89376020405342e-05	2.39903419681305e-05	0	2.36315375393177e-05	3.78036620501937e-05	0	2.30093834566675e-05	0	0	4.36525793790781e-05	0	0	0	0	0	0	0	0	1.38343000857519e-05	0	0	2.56422091276008e-05	0	0	0	0	0	0	0	0	4.74362029808519e-05	5.58346158375395e-05	0	2.29175855045679e-05	4.24361624850956e-05	0	4.55759339622947e-05	0	2.267085431892e-05	0	0	2.85697711165642e-05	9.75393932347457e-05	2.42395747902605e-05	0	0	2.66505548718208e-05	0	0	0	0	0	0	0	0	0	0	0	3.13352461499134e-05	0	0	3.90359482990133e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__methanomassiliicoccus	0	0	4.55747608376781e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42739723121764e-05	0	0	0	0	3.01019468105715e-05	0	0	2.66294022420093e-05	0	0	0	0	0	0	0	9.63183493534917e-06	0	0	0	0	0	0	0	0	0	3.3621252555413e-05	0.000157439504657533	3.73526102315302e-05	0	0	2.16972538772006e-05	2.26922867535158e-05	0	0	0	0	0	0	0	0	5.3296678754015e-05	0	1.48290259147204e-05	0	0	5.73919168414082e-05	0	0	2.81727641449652e-05	0	0	0	0	0	0	0	0	0	1.58756729062718e-05	0	0	0	0	0	0	0	0	1.43619878187103e-05	0	5.28876456178685e-05	4.84584185780854e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__methanomassiliicoccus|s__candidatus_methanomassiliicoccus_intestinalis	0	0	4.55747608376781e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42739723121764e-05	0	0	0	0	3.01019468105715e-05	0	0	2.66294022420093e-05	0	0	0	0	0	0	0	9.63183493534917e-06	0	0	0	0	0	0	0	0	0	3.3621252555413e-05	0.000157439504657533	3.73526102315302e-05	0	0	2.16972538772006e-05	2.26922867535158e-05	0	0	0	0	0	0	0	0	5.3296678754015e-05	0	1.48290259147204e-05	0	0	5.73919168414082e-05	0	0	2.81727641449652e-05	0	0	0	0	0	0	0	0	0	1.58756729062718e-05	0	0	0	0	0	0	0	0	1.43619878187103e-05	0	5.28876456178685e-05	4.84584185780854e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales	2.95449574291633e-05	0	0	0	2.35518765605326e-05	0	0	0	0	0	0	0	0	0	0	2.38605564785012e-05	5.63821906330968e-05	0	5.54014460598184e-05	0	0	3.28384874297143e-05	3.70768778275754e-05	0	0	0.000106742097749076	0	3.59855129521957e-05	4.49159373133099e-05	0	1.89018310250969e-05	6.75599655498224e-05	3.31763203328694e-05	0	2.98893278660388e-05	7.27542989651301e-05	0	0	0	0	0	0	0	0	2.9052030180079e-05	0	0	4.73394630048014e-05	0	0	0	0	0	0	0	0	0	8.12139866727848e-05	3.18250348692984e-05	1.88733057096441e-05	0	0	2.5319963312386e-05	0	0	0	0	3.85691910073617e-05	0	3.74611610394935e-05	0	0.0001145922220353	0	0	0	0	0	0	0	0	0	0	0.000433051813566864	0	2.61127051249278e-05	0	0	6.3265157588056e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07054792341323e-05	0	1.02595270481145e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3912650462171e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28558168932514e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae|g__cuniculiplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07054792341323e-05	0	1.02595270481145e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3912650462171e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28558168932514e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae|g__cuniculiplasma|s__cuniculiplasma_divulgatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07054792341323e-05	0	1.02595270481145e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3912650462171e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28558168932514e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252613557914004	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252613557914004	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma|s__ferroplasma_acidarmanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252613557914004	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27808200291466e-06	0	0	0	0	0	0	0	0	0.000106742097749076	0	0	0	0	0	6.75599655498224e-05	5.35101940852732e-06	0	0	2.9101719586052e-05	0	0	0	0	0	0	0	0	1.52177300943271e-05	0	0	2.16972538772006e-05	0	0	0	0	0	0	0	0	0	4.56828675034414e-05	0	0	0	0	0	0	0	0	0	1.57133741141103e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018043825565286	0	2.61127051249278e-05	0	0	3.09595452026657e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27808200291466e-06	0	0	0	0	0	0	0	0	0.000106742097749076	0	0	0	0	0	6.75599655498224e-05	5.35101940852732e-06	0	0	2.9101719586052e-05	0	0	0	0	0	0	0	0	1.52177300943271e-05	0	0	2.16972538772006e-05	0	0	0	0	0	0	0	0	0	4.56828675034414e-05	0	0	0	0	0	0	0	0	0	1.57133741141103e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018043825565286	0	2.61127051249278e-05	0	0	3.09595452026657e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus|s__picrophilus_torridus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27808200291466e-06	0	0	0	0	0	0	0	0	0.000106742097749076	0	0	0	0	0	6.75599655498224e-05	5.35101940852732e-06	0	0	2.9101719586052e-05	0	0	0	0	0	0	0	0	1.52177300943271e-05	0	0	2.16972538772006e-05	0	0	0	0	0	0	0	0	0	4.56828675034414e-05	0	0	0	0	0	0	0	0	0	1.57133741141103e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018043825565286	0	2.61127051249278e-05	0	0	3.09595452026657e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae	2.95449574291633e-05	0	0	0	2.35518765605326e-05	0	0	0	0	0	0	0	0	0	0	2.38605564785012e-05	3.5684930780441e-05	0	4.51419190117039e-05	0	0	3.28384874297143e-05	3.70768778275754e-05	0	0	0	0	3.59855129521957e-05	4.49159373133099e-05	0	1.89018310250969e-05	0	1.3912650462171e-05	0	2.98893278660388e-05	4.36525793790781e-05	0	0	0	0	0	0	0	0	1.38343000857519e-05	0	0	2.56422091276008e-05	0	0	0	0	0	0	0	0	0	3.55311191693433e-05	3.18250348692984e-05	1.88733057096441e-05	0	0	2.5319963312386e-05	0	0	0	0	0	0	3.74611610394935e-05	0	0.0001145922220353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23056123853903e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma	2.95449574291633e-05	0	0	0	2.35518765605326e-05	0	0	0	0	0	0	0	0	0	0	2.38605564785012e-05	3.5684930780441e-05	0	4.51419190117039e-05	0	0	3.28384874297143e-05	3.70768778275754e-05	0	0	0	0	3.59855129521957e-05	4.49159373133099e-05	0	1.89018310250969e-05	0	1.3912650462171e-05	0	2.98893278660388e-05	4.36525793790781e-05	0	0	0	0	0	0	0	0	1.38343000857519e-05	0	0	2.56422091276008e-05	0	0	0	0	0	0	0	0	0	3.55311191693433e-05	3.18250348692984e-05	1.88733057096441e-05	0	0	2.5319963312386e-05	0	0	0	0	0	0	3.74611610394935e-05	0	0.0001145922220353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23056123853903e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_acidophilum	2.95449574291633e-05	0	0	0	2.35518765605326e-05	0	0	0	0	0	0	0	0	0	0	2.38605564785012e-05	2.49794515463087e-05	0	2.97526284395321e-05	0	0	3.28384874297143e-05	3.70768778275754e-05	0	0	0	0	3.59855129521957e-05	4.49159373133099e-05	0	1.89018310250969e-05	0	1.3912650462171e-05	0	2.98893278660388e-05	4.36525793790781e-05	0	0	0	0	0	0	0	0	1.38343000857519e-05	0	0	2.56422091276008e-05	0	0	0	0	0	0	0	0	0	3.55311191693433e-05	0	1.88733057096441e-05	0	0	2.5319963312386e-05	0	0	0	0	0	0	3.74611610394935e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_volcanium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07054792341323e-05	0	1.53892905721718e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18250348692984e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0001145922220353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23056123853903e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum	4.18553563579813e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.85068477169702e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37326488626444e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34809326497458e-05	0	0	0	0	0	3.46741712553417e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56676230749567e-05	0	0	1.88449405581443e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum|s__aciduliprofundum_boonei	4.18553563579813e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.85068477169702e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37326488626444e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34809326497458e-05	0	0	0	0	0	3.46741712553417e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56676230749567e-05	0	0	1.88449405581443e-05	0	0
k__archaea|p__crenarchaeota	0.00112517046209397	0.000751937239263196	0.00141632333680169	0.000747366792357075	0.00114030335680579	0.000700401500569555	0.000790507138561785	0.000869594092659769	0.000896945171050307	0.000351264987430692	0.000502375361764867	0.000981873687610302	0.000210569886340392	0.000399541959586606	0.00134848931594508	0.0017570046134169	0.00162223695327885	0.00077677861032827	0.00142915211780235	0.0012038091738212	0.00093241304767085	0.00209071703302515	0.000387621904561015	0.000722016896601556	0.00137712051594391	0.0010829875334125	0.000871129693864573	0.00168732071842518	0.000391032866021757	0.00202640434399649	0.000941941246083994	0.00103366747291228	0.00211418776830914	0.0015304522980235	0.00120476983090803	0.00184614033624018	0.000628089203471853	0.000742362866516186	0.000674092629014278	0.000600575564753406	0	0.000641153947067865	0.00124200862381173	0.000188927405589039	0.000864643755359494	0.000575340128138603	0.000177408525434924	0.000946789260096028	0.000664265121330191	0.000670357490582505	0	0	0	0.000861394608638819	0.0012669292244535	0.000579142838898797	0.000616670638751075	0.00153545193553234	0.0010343136332522	0.00114722736849337	0.000367780074870829	0	0.00158165370824704	0.000791436638274706	0.000848537690222435	0.000715154782141423	0.000449574541144826	0.000849950690717786	0.00044868120887983	0.000491402288929826	0.00119658538676486	0.00130899576709554	0.000923078309651247	0.000709337806718474	0	0.000611213406891465	0.000628494077909802	0	0.000591950382833853	0	0.00097664409895358	0.000786018273503337	0.000793928324872583	0.00149819736892571	0.00104059129922837	0.00124663919098698	0.00106656751996035	0.00114415710531591	0.000476073359218926	0.000448300857342426
k__archaea|p__crenarchaeota|c__thermoprotei	0.00112517046209397	0.000751937239263196	0.00141632333680169	0.000747366792357075	0.00114030335680579	0.000700401500569555	0.000790507138561785	0.000869594092659769	0.000896945171050307	0.000351264987430692	0.000502375361764867	0.000981873687610302	0.000210569886340392	0.000399541959586606	0.00134848931594508	0.0017570046134169	0.00162223695327885	0.00077677861032827	0.00142915211780235	0.0012038091738212	0.00093241304767085	0.00209071703302515	0.000387621904561015	0.000722016896601556	0.00137712051594391	0.0010829875334125	0.000871129693864573	0.00168732071842518	0.000391032866021757	0.00202640434399649	0.000941941246083994	0.00103366747291228	0.00211418776830914	0.0015304522980235	0.00120476983090803	0.00184614033624018	0.000628089203471853	0.000742362866516186	0.000674092629014278	0.000600575564753406	0	0.000641153947067865	0.00124200862381173	0.000188927405589039	0.000864643755359494	0.000575340128138603	0.000177408525434924	0.000946789260096028	0.000664265121330191	0.000670357490582505	0	0	0	0.000861394608638819	0.0012669292244535	0.000579142838898797	0.000616670638751075	0.00153545193553234	0.0010343136332522	0.00114722736849337	0.000367780074870829	0	0.00158165370824704	0.000791436638274706	0.000848537690222435	0.000715154782141423	0.000449574541144826	0.000849950690717786	0.00044868120887983	0.000491402288929826	0.00119658538676486	0.00130899576709554	0.000923078309651247	0.000709337806718474	0	0.000611213406891465	0.000628494077909802	0	0.000591950382833853	0	0.00097664409895358	0.000786018273503337	0.000793928324872583	0.00149819736892571	0.00104059129922837	0.00124663919098698	0.00106656751996035	0.00114415710531591	0.000476073359218926	0.000448300857342426
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales	0.000115717749930889	4.87604353105827e-05	0.000140230033346702	5.81676984617534e-05	0.000135423290223063	7.86967978168039e-05	0.000109957759875136	5.11525936858688e-05	0.000122682470204449	0	0	0.000184823282373704	0	0	0.000106323196064901	0.000154009046361235	0.000133461641118849	9.61725898501668e-05	6.25831149934985e-05	0.000106474096601514	0.000210544881732127	0.000257234818199429	4.04475030846277e-05	6.49003952001398e-05	0.000108419709128181	0.000166784527732931	7.00691275499765e-05	0.000189923540581033	0	0.00016935935236511	8.03327818566617e-05	6.53079666981616e-05	9.89938590577554e-05	0.00017952519624909	9.42663417313531e-05	0.000147327455404389	5.23407669559877e-05	9.81428874377331e-05	0	7.11207905629033e-05	0	0	0.000172061704254172	0	8.02389404973611e-05	0	0	8.87614931340026e-05	0	3.16206363482314e-05	0	0	0	7.4773837555453e-05	0	6.92991431160954e-05	8.37109464367975e-05	0.000119283042925653	0.000143212656911843	8.89741554883222e-05	0	0	5.2327924178931e-05	0	5.34384423231686e-05	4.98441211795538e-05	4.71328147974415e-05	7.71383820147234e-05	0	2.42395747902605e-05	8.71300038906451e-05	0.000198332691984173	0.000186553884102745	8.38308317030923e-05	0	5.55648551719513e-05	0	0	5.36395168910935e-05	0	0	4.59904308964718e-05	0	0	0.000105756455755958	0.000225346056082224	8.81460760297809e-05	8.07640309634757e-05	0	6.59265966680039e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae	0.000115717749930889	4.87604353105827e-05	0.000140230033346702	5.81676984617534e-05	0.000135423290223063	7.86967978168039e-05	0.000109957759875136	5.11525936858688e-05	0.000122682470204449	0	0	0.000184823282373704	0	0	0.000106323196064901	0.000154009046361235	0.000133461641118849	9.61725898501668e-05	6.25831149934985e-05	0.000106474096601514	0.000210544881732127	0.000257234818199429	4.04475030846277e-05	6.49003952001398e-05	0.000108419709128181	0.000166784527732931	7.00691275499765e-05	0.000189923540581033	0	0.00016935935236511	8.03327818566617e-05	6.53079666981616e-05	9.89938590577554e-05	0.00017952519624909	9.42663417313531e-05	0.000147327455404389	5.23407669559877e-05	9.81428874377331e-05	0	7.11207905629033e-05	0	0	0.000146351334652974	0	6.5021210403034e-05	0	0	8.87614931340026e-05	0	3.16206363482314e-05	0	0	0	7.4773837555453e-05	0	6.92991431160954e-05	8.37109464367975e-05	0.000119283042925653	0.000143212656911843	8.89741554883222e-05	0	0	5.2327924178931e-05	0	5.34384423231686e-05	4.98441211795538e-05	4.71328147974415e-05	7.71383820147234e-05	0	2.42395747902605e-05	8.71300038906451e-05	0.000198332691984173	0.000186553884102745	8.38308317030923e-05	0	5.55648551719513e-05	0	0	5.36395168910935e-05	0	0	4.59904308964718e-05	0	0	0.000105756455755958	0.000225346056082224	8.81460760297809e-05	8.07640309634757e-05	0	6.59265966680039e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus	0.000115717749930889	4.87604353105827e-05	0.000140230033346702	5.81676984617534e-05	0.000135423290223063	7.86967978168039e-05	0.000109957759875136	5.11525936858688e-05	0.000122682470204449	0	0	0.000184823282373704	0	0	0.000106323196064901	0.000154009046361235	0.000133461641118849	9.61725898501668e-05	6.25831149934985e-05	0.000106474096601514	0.000210544881732127	0.000257234818199429	4.04475030846277e-05	6.49003952001398e-05	0.000108419709128181	0.000166784527732931	7.00691275499765e-05	0.000189923540581033	0	0.00016935935236511	8.03327818566617e-05	6.53079666981616e-05	9.89938590577554e-05	0.00017952519624909	9.42663417313531e-05	0.000147327455404389	5.23407669559877e-05	9.81428874377331e-05	0	7.11207905629033e-05	0	0	0.000146351334652974	0	6.5021210403034e-05	0	0	8.87614931340026e-05	0	3.16206363482314e-05	0	0	0	7.4773837555453e-05	0	6.92991431160954e-05	8.37109464367975e-05	0.000119283042925653	0.000143212656911843	8.89741554883222e-05	0	0	5.2327924178931e-05	0	5.34384423231686e-05	4.98441211795538e-05	4.71328147974415e-05	7.71383820147234e-05	0	2.42395747902605e-05	8.71300038906451e-05	0.000198332691984173	0.000186553884102745	8.38308317030923e-05	0	5.55648551719513e-05	0	0	5.36395168910935e-05	0	0	4.59904308964718e-05	0	0	0.000105756455755958	0.000225346056082224	8.81460760297809e-05	8.07640309634757e-05	0	6.59265966680039e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus|s__acidilobus_saccharovorans	4.43174361437449e-05	0	5.25862625050132e-05	3.34904930537368e-05	6.47676605414647e-05	3.14787191267216e-05	4.75493015676262e-05	0	2.72627711565443e-05	0	0	5.77572757417825e-05	0	0	3.11189842141173e-05	6.94125279374579e-05	6.13780809423585e-05	4.06884033981475e-05	2.35969122106634e-05	3.47670519515148e-05	0	0.000128617409099715	0	0	6.08672051245926e-05	2.22379370310575e-05	3.40876836729615e-05	9.19629775445001e-05	0	9.05875605673845e-05	3.15030517084948e-05	2.47719873682682e-05	4.54836649724822e-05	7.62982084058634e-05	5.28811185322225e-05	7.82108713875149e-05	0	0	0	5.13650154065413e-05	0	0	0.000114707802836115	0	1.79845901114775e-05	0	0	3.94495525040012e-05	0	3.16206363482314e-05	0	0	0	4.18733490310537e-05	0	6.92991431160954e-05	8.37109464367975e-05	7.61381125057357e-05	0.000143212656911843	4.71832642741103e-05	0	0	2.86959584207041e-05	0	3.23869347413143e-05	0	4.71328147974415e-05	6.14250079006131e-05	0	0	0	0.000101370042569688	7.99516646154623e-05	8.38308317030923e-05	0	3.17513458125436e-05	0	0	2.87354554773715e-05	0	0	4.59904308964718e-05	0	0	5.74479512748412e-05	0.000101302355486505	4.40730380148904e-05	4.71123513953608e-05	0	6.59265966680039e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus|s__acidilobus_sp._7a	6.89382340013809e-05	4.87604353105827e-05	8.76437708416887e-05	2.46772054080166e-05	6.86929733015535e-05	4.72180786900824e-05	5.94366269595327e-05	5.11525936858688e-05	9.5419699047905e-05	0	0	0.000127066006631921	0	0	7.52042118507834e-05	8.24273769257313e-05	7.1369861560882e-05	5.54841864520193e-05	3.79602500780237e-05	7.17070446499993e-05	0.000210544881732127	0.000128617409099715	4.04475030846277e-05	6.49003952001398e-05	4.7552504003588e-05	0.000144546590701874	3.5981443877015e-05	9.59613678725219e-05	0	7.87717917977257e-05	4.88297301481669e-05	4.05359793298934e-05	5.35101940852732e-05	0.000103226987843227	4.13852231991306e-05	6.91165840168736e-05	5.23407669559877e-05	9.81428874377331e-05	0	1.9755775156362e-05	0	0	2.96658110783056e-05	0	4.56531902829813e-05	0	0	4.73394630048014e-05	0	0	0	0	0	3.29004885243993e-05	0	0	0	4.31449304199169e-05	0	4.04427979492374e-05	0	0	2.19439682040678e-05	0	2.10515075818543e-05	4.98441211795538e-05	0	1.42848855582821e-05	0	2.42395747902605e-05	8.71300038906451e-05	9.69626494144844e-05	0.000106602219487283	0	0	2.22259420687805e-05	0	0	2.4904061413722e-05	0	0	0	0	0	4.83085044811165e-05	0.00012404370059572	4.40730380148904e-05	3.36516795681149e-05	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57103696011982e-05	0	1.38343000857519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae|g__caldisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57103696011982e-05	0	1.38343000857519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae|g__caldisphaera|s__caldisphaera_lagunensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57103696011982e-05	0	1.38343000857519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales	0.000251132138147888	0.00027203190225904	0.000361092335867757	0.000158639177622964	0.000280659862346347	0.000133784556288567	0.000190197206270505	0.000221661239305431	0.000174481735401883	8.22109545050557e-05	0	0	6.51763933910736e-05	0	0.000316376339510192	0.00046419628058175	0.000431073963827727	0.000170151505119526	0.000211346257191159	0.000280309356359088	9.3241304767085e-05	0.000533625420732858	4.04475030846277e-05	0.000178476086800385	0.000458406138594588	0.000202365226982623	0.000212101142853983	0.000363853519849979	9.51161025458327e-05	0.000527771005044762	0.00018271769990927	0.000222947886314414	0.00104558919242624	0.000354562262591953	0.000234516264795074	0.000454714368532063	0	0.000138406636130136	0.000104357436290913	6.91452130472671e-05	0	4.51516864132299e-05	0.000162173100561404	0	0.000243483681509234	0	0.000177408525434924	0.000193302807269606	0.000218671126897516	0.000142292863567041	0	0	0	2.99095350221812e-05	0.000872773465734632	8.41489594981158e-05	9.76627708429304e-05	0.000474594234619086	0.000326206607410308	0.000326238570123848	4.95088562326116e-05	0	0.00043212737386472	0.000285436164623664	0.000273669598564106	8.88525638418132e-05	0.000101516831871412	0.00025569945149325	0	7.93295174953979e-05	0.000284624679376107	0.000246814016691415	0.000181708328671505	8.38308317030923e-05	0	0.000182570238422126	0.000279330701293245	0	9.38691545594135e-05	0	0.000470236047644316	0.000217409309692412	0.000793928324872583	0.000279663508866132	0.000210207276255669	0.000347322361668016	0.000524469152377196	0.000306903317661208	7.6786025680472e-05	0
