clade_name	NCBI_tax_id	reSRR9320199_taxonomic_profile	reSRR9320198_taxonomic_profile	reSRR9320197_taxonomic_profile	reSRR9320196_taxonomic_profile	reSRR9320195_taxonomic_profile	reSRR9320194_taxonomic_profile	reSRR9320193_taxonomic_profile	reSRR9320192_taxonomic_profile	reSRR9320191_taxonomic_profile	reSRR9320188_taxonomic_profile	reSRR9320187_taxonomic_profile
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_aggregans	2|57723|204432|204433|204434|940557|474949	0	0	0	0	0	0.0005147917225459557	0.0022135274952253077	0	0.0004026602643755646	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_aggregans|t__SGB85705	2|57723|204432|204433|204434|940557|474949|SGB85705	0	0	0	0	0	0.0005147917225459557	0.0022135274952253077	0	0.0004026602643755646	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_sp_L46	2|57723|204432|204433|204434|940557|1641865	0	0	0	0	0	0.0010846202447261806	0.0005201675698969396	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_sp_L46|t__SGB85684	2|57723|204432|204433|204434|940557|1641865|SGB85684	0	0	0	0	0	0.0010846202447261806	0.0005201675698969396	0	0	0	0
k__Bacteria|p__Acidobacteria|c__CFGB14711	2|57723|15489723	0	0	0	0	0	0	0	0.009003697871537151	0	0.008560242422308538	0.049232805497165286
k__Bacteria|p__Acidobacteria|c__CFGB14711|o__OFGB14711	2|57723|15489723|69054602	0	0	0	0	0	0	0	0.009003697871537151	0	0.008560242422308538	0.049232805497165286
k__Bacteria|p__Acidobacteria|c__CFGB14711|o__OFGB14711|f__FGB14711	2|57723|15489723|69054602|17102412	0	0	0	0	0	0	0	0.009003697871537151	0	0.008560242422308538	0.049232805497165286
k__Bacteria|p__Acidobacteria|c__CFGB14711|o__OFGB14711|f__FGB14711|g__GGB40698	2|57723|15489723|69054602|17102412|69746627	0	0	0	0	0	0	0	0.009003697871537151	0	0.008560242422308538	0.049232805497165286
k__Bacteria|p__Acidobacteria|c__CFGB14711|o__OFGB14711|f__FGB14711|g__GGB40698|s__GGB40698_SGB86371	2|57723|15489723|69054602|17102412|69746627|24743704	0	0	0	0	0	0	0	0.009003697871537151	0	0.008560242422308538	0.049232805497165286
k__Bacteria|p__Acidobacteria|c__CFGB14711|o__OFGB14711|f__FGB14711|g__GGB40698|s__GGB40698_SGB86371|t__SGB86371	2|57723|15489723|69054602|17102412|69746627|24743704|SGB86371	0	0	0	0	0	0	0	0.009003697871537151	0	0.008560242422308538	0.049232805497165286
k__Bacteria|p__Acidobacteria|c__CFGB7913	2|57723|13195133	0	0	0	0	0.0001466307094337222	0.22805936182947176	0.1709456413463034	0.10728150992864467	0.19386172316199746	0.2300782047756512	0.03567595180943474
k__Bacteria|p__Acidobacteria|c__CFGB7913|o__OFGB7913	2|57723|13195133|97716423	0	0	0	0	0.0001466307094337222	0.22805936182947176	0.1709456413463034	0.10728150992864467	0.19386172316199746	0.2300782047756512	0.03567595180943474
k__Bacteria|p__Acidobacteria|c__CFGB7913|o__OFGB7913|f__FGB7913	2|57723|13195133|97716423|63790601	0	0	0	0	0.0001466307094337222	0.22805936182947176	0.1709456413463034	0.10728150992864467	0.19386172316199746	0.2300782047756512	0.03567595180943474
k__Bacteria|p__Acidobacteria|c__CFGB7913|o__OFGB7913|f__FGB7913|g__GGB24726	2|57723|13195133|97716423|63790601|28645549	0	0	0	0	0.0001466307094337222	0.22805936182947176	0.1709456413463034	0.10728150992864467	0.19386172316199746	0.2300782047756512	0.03567595180943474
k__Bacteria|p__Acidobacteria|c__CFGB7913|o__OFGB7913|f__FGB7913|g__GGB24726|s__GGB24726_SGB36613	2|57723|13195133|97716423|63790601|28645549|86538151	0	0	0	0	0.0001466307094337222	0.22805936182947176	0.1709456413463034	0.10728150992864467	0.19386172316199746	0.2300782047756512	0.03567595180943474
k__Bacteria|p__Acidobacteria|c__CFGB7913|o__OFGB7913|f__FGB7913|g__GGB24726|s__GGB24726_SGB36613|t__SGB36613	2|57723|13195133|97716423|63790601|28645549|86538151|SGB36613	0	0	0	0	0.0001466307094337222	0.22805936182947176	0.1709456413463034	0.10728150992864467	0.19386172316199746	0.2300782047756512	0.03567595180943474
k__Bacteria|p__Actinobacteria	2|201174	0.0009198210049956633	0.00413525340184296	9.122755591439771e-05	0.008175132219147873	0.011180185789774914	0.005429729965244314	0.008380224370983859	0.14496959564660025	0.006596309570489216	0.0918203323792118	0.6378403111831392
